case,gamma,c,eps,m,f_s,e_s,pmax,pn,ps,K,rn,rs,Pn,Ps,Pdiff
1,0.5,1.0,0.5656565656565657,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.9321008484848488,-0.43210084848484875
1,0.5,1.0,0.5757575757575758,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.9372523636363634,-0.43725236363636344
1,0.5,1.0,0.5858585858585859,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.9424038787878788,-0.4424038787878788
1,0.5,1.0,0.595959595959596,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.9475553939393941,-0.44755539393939414
1,0.5,1.0,0.6060606060606061,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.9527069090909088,-0.4527069090909088
1,0.5,1.0,0.6161616161616162,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.9578584242424242,-0.4578584242424242
1,0.5,1.0,0.6262626262626263,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.9630099393939395,-0.46300993939393953
1,0.5,1.0,0.6363636363636365,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.9681614545454549,-0.4681614545454549
1,0.5,1.0,0.6464646464646465,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.9733129696969696,-0.47331296969696957
1,0.5,1.0,0.6565656565656566,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.978464484848485,-0.4784644848484849
1,0.5,1.0,0.6666666666666667,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.9836160000000003,-0.48361600000000027
1,0.5,1.0,0.6767676767676768,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.9887675151515154,-0.4887675151515154
1,0.5,1.0,0.686868686868687,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.9939190303030303,-0.4939190303030303
1,0.5,1.0,0.696969696969697,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-1.9990705454545457,-0.49907054545454566
1,0.5,1.0,0.7070707070707072,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.0042220606060606,-0.5042220606060606
1,0.5,1.0,0.7171717171717172,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.009373575757576,-0.5093735757575759
1,0.5,1.0,0.7272727272727273,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.014525090909091,-0.5145250909090908
1,0.5,1.0,0.7373737373737375,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.019676606060606,-0.5196766060606062
1,0.5,1.0,0.7474747474747475,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.024828121212121,-0.5248281212121211
1,0.5,1.0,0.7575757575757577,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.0299796363636364,-0.5299796363636364
1,0.5,1.0,0.7676767676767677,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.035131151515152,-0.5351311515151518
1,0.5,1.0,0.7777777777777778,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.0402826666666662,-0.5402826666666662
1,0.5,1.0,0.787878787878788,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.045434181818182,-0.545434181818182
1,0.5,1.0,0.797979797979798,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.050585696969697,-0.550585696969697
1,0.5,1.0,0.8080808080808082,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.055737212121212,-0.5557372121212119
1,0.5,1.0,0.8181818181818182,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.060888727272727,-0.5608887272727272
1,0.5,1.0,0.8282828282828284,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.0660402424242426,-0.5660402424242426
1,0.5,1.0,0.8383838383838385,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.0711917575757575,-0.5711917575757575
1,0.5,1.0,0.8484848484848485,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.0763432727272724,-0.5763432727272724
1,0.5,1.0,0.8585858585858587,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.081494787878788,-0.5814947878787882
1,0.5,1.0,0.8686868686868687,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.086646303030303,-0.5866463030303031
1,0.5,1.0,0.8787878787878789,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.0917978181818184,-0.5917978181818184
1,0.5,1.0,0.888888888888889,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.0969493333333333,-0.5969493333333333
1,0.5,1.0,0.8989898989898991,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.1021008484848487,-0.6021008484848487
1,0.5,1.0,0.9090909090909092,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.1072523636363636,-0.6072523636363636
1,0.5,1.0,0.9191919191919192,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.1124038787878785,-0.6124038787878785
1,0.5,1.0,0.9292929292929294,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.1175553939393943,-0.6175553939393943
1,0.5,1.0,0.9393939393939394,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.122706909090909,-0.6227069090909092
1,0.5,1.0,0.9494949494949496,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.1278584242424246,-0.6278584242424246
1,0.5,1.0,0.9595959595959597,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.1330099393939395,-0.6330099393939395
1,0.5,1.0,0.9696969696969697,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.1381614545454544,-0.6381614545454544
1,0.5,1.0,0.9797979797979799,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.1433129696969697,-0.6433129696969697
1,0.5,1.0,0.98989898989899,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.1484644848484846,-0.6484644848484846
1,0.5,1.0,1.0,1.25,0.34,0.9684,2.0,-1.0,-1.0,-1.0,1.5,1.5,-1.5,-2.1536160000000004,-0.6536160000000004
