#alpha: 0.9	B: None	pmax: 10
case,alpha,beta,gamma,pmax,p,s,r,c,P,E,P/E
2,0.9,0.1,0.1,10,-1,-1,1.19,-0.9,-0.11899999999999997,-1.071,0.11111111111111109
