case,alpha,a,b,c,r,f,p,rho_E,rho_P
2,0.5,0.0,0.0,1.0,0.15473746013029036,1.0,2.732050807568948,0.15473746013029036,0.11327568264954692
2,0.5,0.0,1.1111111111111112,1.0,0.15473746013029036,1.0,2.732050807568948,0.15473746013029036,0.11327568264954692
2,0.5,0.0,2.2222222222222223,1.0,0.15473746013029036,1.0,2.732050807568948,0.15473746013029036,0.11327568264954692
2,0.5,0.0,3.3333333333333335,1.0,0.15473746013029036,1.0,2.732050807568948,0.15473746013029036,0.11327568264954692
2,0.5,0.0,4.444444444444445,1.0,0.15473746013029036,1.0,2.732050807568948,0.15473746013029036,0.11327568264954692
2,0.5,0.0,5.555555555555555,1.0,0.15473746013029036,1.0,2.732050807568948,0.15473746013029036,0.11327568264954692
2,0.5,0.0,6.666666666666667,1.0,0.15473746013029036,1.0,2.732050807568948,0.15473746013029036,0.11327568264954692
2,0.5,0.0,7.777777777777779,1.0,0.15473746013029036,1.0,2.732050807568948,0.15473746013029036,0.11327568264954692
2,0.5,0.0,8.88888888888889,1.0,0.15473746013029036,1.0,2.732050807568948,0.15473746013029036,0.11327568264954692
2,0.5,0.0,10.0,1.0,0.15473746013029036,1.0,2.732050807568948,0.15473746013029036,0.11327568264954692
2,0.5,1.1111111111111112,1.1111111111111112,1.0,0.10945738854157828,1.3840068277553166,2.9747066754229365,0.1514897730898109,0.06465646273760578
2,0.5,1.1111111111111112,2.2222222222222223,1.0,0.13892646562913094,1.125753159863027,2.8098473339916548,0.15639690767059639,0.09503878576916952
2,0.5,1.1111111111111112,3.3333333333333335,1.0,0.14663430994942087,1.0628775143412463,2.771146678945743,0.15585431087618434,0.10385656021023316
2,0.5,1.1111111111111112,4.444444444444445,1.0,0.14980588028536865,1.0377665542274512,2.7556595975758684,0.1554635321867571,0.10754459930955194
2,0.5,1.1111111111111112,5.555555555555555,1.0,0.1514196115356006,1.0252019993559567,2.747872203568734,0.155235688488,0.10942644159025189
2,0.5,1.1111111111111112,6.666666666666667,1.0,0.15235256510925663,1.0180154139703164,2.7433978470084552,0.15509725963913945,0.11051387435855403
2,0.5,1.1111111111111112,7.777777777777779,1.0,0.15294051831145974,1.013519925333113,2.74058840571596,0.1550082626994383,0.11119823023767804
2,0.5,1.1111111111111112,8.88888888888889,1.0,0.15333491860865453,1.0105207424685307,2.7387082644695515,0.1549481157987693,0.11165657441786435
2,0.5,1.1111111111111112,10.0,1.0,0.15361232179578302,1.008420028474555,2.737387982337462,0.15490574191934603,0.11197845990760238
2,0.5,2.2222222222222223,2.2222222222222223,1.0,0.12239075233592918,1.2581439937325964,2.898645521321436,0.15398518993986304,0.07839146383390996
2,0.5,2.2222222222222223,3.3333333333333335,1.0,0.13835020914525753,1.1272787920359657,2.8128043380505874,0.15595925664318913,0.09484260266553977
2,0.5,2.2222222222222223,4.444444444444445,1.0,0.14481097193809553,1.076059559662264,2.7801626059265008,0.15582523069797155,0.10196184647409798
2,0.5,2.2222222222222223,5.555555555555555,1.0,0.14807438271776904,1.050632377620358,2.764084329785297,0.15557174077943656,0.10564395741561058
2,0.5,2.2222222222222223,6.666666666666667,1.0,0.14995402913488592,1.0361454960570708,2.7549421077708685,0.15537419190372284,0.10778644805498809
2,0.5,2.2222222222222223,7.777777777777779,1.0,0.1511360562502301,1.0271036195800445,2.7492361216058767,0.15523239042366455,0.10914025844629559
2,0.5,2.2222222222222223,8.88888888888889,1.0,0.15192790458271577,1.0210797324316752,2.7454319752003875,0.1551305041602245,0.1100493184236411
2,0.5,2.2222222222222223,10.0,1.0,0.15248436229090406,1.0168643727225242,2.7427673839005924,0.15505591541093428,0.11068885774453474
2,0.5,3.3333333333333335,3.3333333333333335,1.0,0.12992187148123444,1.1932548508584988,2.85714682702761,0.15502990337759745,0.08625408800526603
2,0.5,3.3333333333333335,4.444444444444445,1.0,0.13976025510268977,1.1148895892208124,2.8055849927363536,0.15581725340083374,0.0965317657935873
2,0.5,3.3333333333333335,5.555555555555555,1.0,0.14470397153356288,1.0762941202228005,2.7806943011043064,0.15574403373446122,0.10192950372251397
2,0.5,3.3333333333333335,6.666666666666667,1.0,0.14754265226216096,1.0543912891583285,2.766686087812767,0.15556768732453885,0.10509386378601775
2,0.5,3.3333333333333335,7.777777777777779,1.0,0.14932441253598805,1.0407515072434457,2.7579949778792847,0.15540960741507165,0.10710195989796986
2,0.5,3.3333333333333335,8.88888888888889,1.0,0.15051657808585733,1.0316771636734363,2.752222409228764,0.1552845163654486,0.10845400471702171
2,0.5,3.3333333333333335,10.0,1.0,0.1513536639478478,1.0253331294419141,2.7481892477516396,0.1551879259081466,0.10940692201329591
2,0.5,4.444444444444445,4.444444444444445,1.0,0.1346623712149903,1.1542654698288723,2.831949566723393,0.1554361251787408,0.09125854742250539
2,0.5,4.444444444444445,5.555555555555555,1.0,0.14131078865228333,1.1021898956391687,2.797708805000801,0.1557513233973488,0.09828432560446826
2,0.5,4.444444444444445,6.666666666666667,1.0,0.14511928856176348,1.0727537571469385,2.778632177918304,0.15567726203912252,0.1024365742334417
2,0.5,4.444444444444445,7.777777777777779,1.0,0.1475059425572627,1.0544639884150735,2.7668659638587543,0.15553970450385596,0.10508352486747606
2,0.5,4.444444444444445,8.88888888888889,1.0,0.14910110522278353,1.0423132211710733,2.7590800239291804,0.15541005326492663,0.10687072247823465
2,0.5,4.444444444444445,10.0,1.0,0.1502203115621037,1.033826391755327,2.7536538044479406,0.15530172267061068,0.10813269820562742
2,0.5,5.555555555555555,5.555555555555555,1.0,0.1378974611313919,1.1283220164953056,2.8151340325407133,0.15559274141335513,0.0947096332871945
2,0.5,5.555555555555555,6.666666666666667,1.0,0.14268484680043586,1.0912337780490122,2.790782649611319,0.15570252444438415,0.09981502356828553
2,0.5,5.555555555555555,7.777777777777779,1.0,0.14568101865971556,1.068241437221995,2.7758500327935445,0.15562250074901882,0.10308514101523401
2,0.5,5.555555555555555,8.88888888888889,1.0,0.1476816582128682,1.0529880806660072,2.766005263821434,0.15550702583114137,0.10529955994266176
2,0.5,5.555555555555555,10.0,1.0,0.1490843924060837,1.0423442490725785,2.7591612793665687,0.15539725905096094,0.10686623142771283
2,0.5,6.666666666666667,6.666666666666667,1.0,0.14024029088608722,1.1098321371251285,2.8031396427358506,0.15564318174515587,0.09722964626035521
2,0.5,6.666666666666667,7.777777777777779,1.0,0.14385003026434948,1.0820842002553315,2.7849480990469853,0.15565784495530383,0.10110699311289806
2,0.5,6.666666666666667,8.88888888888889,1.0,0.14625841542496482,1.0637019082309602,2.7729985597964752,0.1555753555823716,0.10374060432420562
2,0.5,6.666666666666667,10.0,1.0,0.14794599624055163,1.050886786952367,2.7647118924569463,0.15547449263170027,0.10560756637539184
2,0.5,7.777777777777779,7.777777777777779,1.0,0.14201338394262433,1.095992594986829,2.794161035234261,0.15564561719013773,0.09914926276148177
2,0.5,7.777777777777779,8.88888888888889,1.0,0.1448315614031243,1.0744548598341797,2.780060328331281,0.1556149750069593,0.10219394173701823
2,0.5,7.777777777777779,10.0,1.0,0.14680521532374624,1.0594540869631575,2.7703058579906044,0.1555333853622493,0.1043567473089507
2,0.5,8.88888888888889,8.88888888888889,1.0,0.14340128688267256,1.0852470809016768,2.7871909706940925,0.1556258279869643,0.1006596571156613
2,0.5,8.88888888888889,10.0,1.0,0.1456621444180821,1.068046226543478,2.7759433843083756,0.15557390369596372,0.10311381802750036
2,0.5,10.0,10.0,1.0,0.1445168807943172,1.0766632788618047,2.781624673565303,0.15559601872689013,0.10187882184296107
