case,alpha,a,b,c,r,f,p,rho_E,rho_P
4,0.8,5.555555555555555,5.555555555555555,1.0,0.06699871830962849,1.1406263085721056,3.3788522368514795,0.07642050074457388,0.08295955017246802
4,0.8,5.555555555555555,6.666666666666667,1.0,0.06901964963758826,1.1001566003242496,3.341705046962376,0.07593242310085993,0.08569123879505543
4,0.8,5.555555555555555,7.777777777777779,1.0,0.07030535733498418,1.0749755476172322,3.3186340953907165,0.07557654000159982,0.0874358586039223
4,0.8,5.555555555555555,8.88888888888889,1.0,0.07117240891886926,1.058237687898858,3.3033125635650493,0.07531732545649626,0.08861497818552448
4,0.8,5.555555555555555,10.0,1.0,0.0717841715173259,1.046545464536143,3.292614099545117,0.075125399126942,0.08944800461784436
4,0.8,6.666666666666667,6.666666666666667,1.0,0.06799816246260623,1.120338042208417,3.3603432459748492,0.07618092820712614,0.084318075300187
4,0.8,6.666666666666667,7.777777777777779,1.0,0.069528250547339,1.09005477830185,3.3325276578844694,0.07578960173609509,0.08638696566989411
4,0.8,6.666666666666667,8.88888888888889,1.0,0.07056221344003866,1.0699358994967114,3.3140756227006958,0.0754970453074467,0.08778925269795015
4,0.8,6.666666666666667,10.0,1.0,0.07129273527351754,1.0558868560876693,3.301201057906207,0.07527706210984492,0.08878185572260082
4,0.8,7.777777777777779,7.777777777777779,1.0,0.06875675008464746,1.1051613605764925,3.3464754552570986,0.07598730347236686,0.08534872298450484
4,0.8,7.777777777777779,8.88888888888889,1.0,0.06995540891859987,1.0816506818824143,3.3248715692023723,0.07566731575816668,0.08697002554861223
4,0.8,7.777777777777779,10.0,1.0,0.07080347052323636,1.0652388510040747,3.309809075992576,0.07542260758727318,0.08811989123907099
4,0.8,8.88888888888889,8.88888888888889,1.0,0.06935201316302965,1.0933818955534382,3.335700129519408,0.07582823561264036,0.0861572705146797
4,0.8,8.88888888888889,10.0,1.0,0.07031638660287265,1.0746013786193331,3.318438014976653,0.07556208598297695,0.08746209779291801
4,0.8,10.0,10.0,1.0,0.06983149256025979,1.0839743678591716,3.3270877351930315,0.07569554800467004,0.08680846186253394
