pmax,beta,gamma,p,s,r,c,P,E,P/E
10,4.4897959183673475,17.6734693877551,2.2731889522552673,0.0,-39.17513536026656,4.4897959183673475,86.83587793795053,-39.17513536026656,-2.21660696611208
10,4.4897959183673475,18.06122448979592,2.272581575002883,0.0,-40.04560599750105,4.4897959183673475,88.78969200638136,-40.04560599750105,-2.2172143433644647
10,4.4897959183673475,18.448979591836736,2.271999729095178,0.0,-40.91607663473553,4.4897959183673475,90.74351884048451,-40.91607663473553,-2.2177961892721694
10,4.4897959183673475,18.83673469387755,2.2714418378402286,0.0,-41.786547271970015,4.4897959183673475,92.69735765191403,-41.786547271970015,-2.218354080527119
10,4.4897959183673475,19.224489795918366,2.270906451752676,0.0,-42.6570179092045,4.4897959183673475,94.65120771592727,-42.6570179092045,-2.2188894666146717
10,4.4897959183673475,19.612244897959183,2.270392235978679,0.0,-43.52748854643899,4.4897959183673475,96.60506836509728,-43.52748854643899,-2.2194036823886685
10,4.4897959183673475,20.0,2.2698979591836737,0.0,-44.39795918367347,4.4897959183673475,98.55893898375679,-44.39795918367347,-2.219897959183674
10,4.8979591836734695,1.0,10.0,1.0,1.0,5.8979591836734695,4.1020408163265305,0.9,4.557823129251701
10,4.8979591836734695,1.3877551020408163,2.8092737094837936,0.0,-2.8985839233652646,4.8979591836734695,6.054230136452749,-2.8985839233652646,-2.088685474189676
10,4.8979591836734695,1.7755102040816326,2.7305887872390335,0.0,-3.8481882548937945,4.8979591836734695,8.340449303563503,-3.8481882548937945,-2.167370396434436
10,4.8979591836734695,2.163265306122449,2.6801116673084326,0.0,-4.797792586422324,4.8979591836734695,10.64077237183134,-4.797792586422324,-2.217847516365037
10,4.8979591836734695,2.5510204081632653,2.644979591836735,0.0,-5.747396917950854,4.8979591836734695,12.948767962328622,-5.747396917950854,-2.2529795918367346
10,4.8979591836734695,2.9387755102040813,2.6191184807256236,0.0,-6.697001249479383,4.8979591836734695,15.2613990350062,-6.697001249479383,-2.278840702947846
10,4.8979591836734695,3.326530612244898,2.599286340302992,0.0,-7.646605581007913,4.8979591836734695,17.57704459302802,-7.646605581007913,-2.2986728433704773
10,4.8979591836734695,3.7142857142857144,2.5835949764521193,0.0,-8.596209912536443,4.8979591836734695,19.894760539335717,-8.596209912536443,-2.31436420722135
10,4.8979591836734695,4.1020408163265305,2.5708701391004163,0.0,-9.545814244064973,4.8979591836734695,22.213959748893,-9.545814244064973,-2.327089044573053
10,4.8979591836734695,4.489795918367347,2.560343228200371,0.0,-10.495418575593503,4.8979591836734695,24.53425792167611,-10.495418575593503,-2.3376159554730984
10,4.8979591836734695,4.877551020408163,2.5514900520877806,0.0,-11.44502290712203,4.8979591836734695,26.85539296185295,-11.44502290712203,-2.346469131585689
10,4.8979591836734695,5.26530612244898,2.5439408321468124,0.0,-12.394627238650564,4.8979591836734695,29.177179980115604,-12.394627238650564,-2.354018351526657
10,4.8979591836734695,5.653061224489796,2.5374272452663376,0.0,-13.344231570179092,4.8979591836734695,31.4994848149085,-13.344231570179092,-2.360531938407132
10,4.8979591836734695,6.040816326530612,2.531749862107005,0.0,-14.29383590170762,4.8979591836734695,33.82220775156196,-14.29383590170762,-2.3662093215664646
10,4.8979591836734695,6.428571428571429,2.5267573696145127,0.0,-15.243440233236154,4.8979591836734695,36.145273133548855,-15.243440233236154,-2.371201814058957
10,4.8979591836734695,6.816326530612245,2.5223328852499085,0.0,-16.193044564764683,4.8979591836734695,38.46862251959969,-16.193044564764683,-2.375626298423561
10,4.8979591836734695,7.204081632653061,2.5183846909868763,0.0,-17.14264889629321,4.8979591836734695,40.7922100507013,-17.14264889629321,-2.379574492686593
10,4.8979591836734695,7.591836734693877,2.5148398068904982,0.0,-18.09225322782174,4.8979591836734695,43.115999236886246,-18.09225322782174,-2.3831193767829713
10,4.8979591836734695,7.979591836734693,2.5116394383840492,0.0,-19.04185755935027,4.8979591836734695,45.43996068086616,-19.04185755935027,-2.3863197452894203
10,4.8979591836734695,8.36734693877551,2.50873568939771,0.0,-19.9914618908788,4.8979591836734695,47.764070434606126,-19.9914618908788,-2.3892234942757593
10,4.8979591836734695,8.755102040816325,2.506089148946292,0.0,-20.94106622240733,4.8979591836734695,50.088308792613546,-20.94106622240733,-2.3918700347271775
10,4.8979591836734695,9.142857142857142,2.5036670918367347,0.0,-21.89067055393586,4.8979591836734695,52.4126593922919,-21.89067055393586,-2.3942920918367347
10,4.8979591836734695,9.53061224489796,2.50144211860333,0.0,-22.840274885464392,4.8979591836734695,54.73710853390834,-22.840274885464392,-2.3965170650701393
10,4.8979591836734695,9.918367346938775,2.4993911144704795,0.0,-23.789879216992915,4.8979591836734695,57.06164466007504,-23.789879216992915,-2.39856806920299
10,4.8979591836734695,10.306122448979592,2.4974944433218833,0.0,-24.73948354852145,4.8979591836734695,59.38625795273388,-24.73948354852145,-2.400464740351586
10,4.8979591836734695,10.693877551020408,2.4957353170275742,0.0,-25.68908788004998,4.8979591836734695,61.710940017819865,-25.68908788004998,-2.4022238666458953
10,4.8979591836734695,11.081632653061224,2.4940992971774345,0.0,-26.63869221157851,4.8979591836734695,64.03568363612793,-26.63869221157851,-2.403859886496035
10,4.8979591836734695,11.46938775510204,2.492573897886557,0.0,-27.588296543107038,4.8979591836734695,66.36048256471562,-27.588296543107038,-2.405385285786913
10,4.8979591836734695,11.857142857142858,2.49114826653553,0.0,-28.53790087463557,4.8979591836734695,68.68533137727324,-28.53790087463557,-2.4068109171379395
10,4.8979591836734695,12.244897959183673,2.4898129251700682,0.0,-29.487505206164098,4.8979591836734695,71.01022533482364,-29.487505206164098,-2.4081462585034017
10,4.8979591836734695,12.63265306122449,2.488559559526557,0.0,-30.437109537692628,4.8979591836734695,73.33516028023502,-30.437109537692628,-2.4093996241469124
10,4.8979591836734695,13.020408163265305,2.48738084575523,0.0,-31.38671386922116,4.8979591836734695,75.66013255158249,-31.38671386922116,-2.4105783379182393
10,4.8979591836734695,13.408163265306122,2.486270307209642,0.0,-32.33631820074969,4.8979591836734695,77.98513891054283,-32.33631820074969,-2.4116888764638276
10,4.8979591836734695,13.795918367346939,2.485222195387031,0.0,-33.28592253227822,4.8979591836734695,80.31017648286466,-33.28592253227822,-2.4127369882864387
10,4.8979591836734695,14.183673469387754,2.484231390397886,0.0,-34.23552686380675,4.8979591836734695,82.63524270860322,-34.23552686380675,-2.4137277932755836
10,4.8979591836734695,14.571428571428571,2.4832933173269307,0.0,-35.18513119533527,4.8979591836734695,84.96033530030087,-35.18513119533527,-2.414665866346539
10,4.8979591836734695,14.959183673469386,2.4824038756020825,0.0,-36.1347355268638,4.8979591836734695,87.28545220767158,-36.1347355268638,-2.415555308071387
10,4.8979591836734695,15.346938775510203,2.4815593790707773,0.0,-37.08433985839233,4.8979591836734695,89.61059158763906,-37.08433985839233,-2.416399804602692
10,4.8979591836734695,15.73469387755102,2.480756504936605,0.0,-38.03394418992087,4.8979591836734695,91.93575177880513,-38.03394418992087,-2.4172026787368646
10,4.8979591836734695,16.122448979591837,2.479992250064583,0.0,-38.9835485214494,4.8979591836734695,94.26093127960225,-38.9835485214494,-2.4179669336088865
10,4.8979591836734695,16.51020408163265,2.479263893443657,0.0,-39.93315285297792,4.8979591836734695,96.5861287295249,-39.93315285297792,-2.4186952902298127
10,4.8979591836734695,16.89795918367347,2.478568963817411,0.0,-40.88275718450646,4.8979591836734695,98.91134289294494,-40.88275718450646,-2.4193902198560586
10,4.8979591836734695,17.285714285714285,2.4779052116714455,0.0,-41.832361516034986,4.8979591836734695,101.23657264510508,-41.832361516034986,-2.420053972002024
10,4.8979591836734695,17.6734693877551,2.4772705849083283,0.0,-42.78196584756351,4.8979591836734695,103.56181695995664,-42.78196584756351,-2.420688598765141
10,4.8979591836734695,18.06122448979592,2.476663207655944,0.0,-43.731570179092046,4.8979591836734695,105.8870748995636,-43.731570179092046,-2.4212959760175257
10,4.8979591836734695,18.448979591836736,2.476081361748239,0.0,-44.68117451062058,4.8979591836734695,108.2123456048429,-44.68117451062058,-2.4218778219252304
10,4.8979591836734695,18.83673469387755,2.4755234704932896,0.0,-45.630778842149105,4.8979591836734695,110.53762828744853,-45.630778842149105,-2.42243571318018
10,4.8979591836734695,19.224489795918366,2.474988084405737,0.0,-46.58038317367763,4.8979591836734695,112.86292222263789,-46.58038317367763,-2.4229710992677327
10,4.8979591836734695,19.612244897959183,2.47447386863174,0.0,-47.529987505206165,4.8979591836734695,115.18822674298403,-47.529987505206165,-2.4234853150417295
10,4.8979591836734695,20.0,2.4739795918367347,0.0,-48.47959183673469,4.8979591836734695,117.51354123281966,-48.47959183673469,-2.423979591836735
10,5.3061224489795915,1.0,3.1530612244897958,0.0,-2.1530612244897958,5.3061224489795915,4.635672636401499,-2.1530612244897958,-2.1530612244897958
10,5.3061224489795915,1.3877551020408163,3.0133553421368546,0.0,-3.1817992503123698,5.3061224489795915,7.295124661693081,-3.1817992503123698,-2.292767106842737
10,5.3061224489795915,1.7755102040816326,2.9346704198920945,0.0,-4.210537276134943,5.3061224489795915,9.985087167038753,-4.210537276134943,-2.371452029087497
10,5.3061224489795915,2.163265306122449,2.8841932999614937,0.0,-5.239275301957518,5.3061224489795915,12.689153573541509,-5.239275301957518,-2.421929149018098
10,5.3061224489795915,2.5510204081632653,2.849061224489796,0.0,-6.268013327780092,5.3061224489795915,15.400892502273711,-6.268013327780092,-2.4570612244897956
10,5.3061224489795915,2.9387755102040813,2.8232001133786846,0.0,-7.296751353602664,5.3061224489795915,18.117266913186207,-7.296751353602664,-2.482922335600907
10,5.3061224489795915,3.326530612244898,2.8033679729560532,0.0,-8.325489379425239,5.3061224489795915,20.836655809442945,-8.325489379425239,-2.5027544760235383
10,5.3061224489795915,3.7142857142857144,2.7876766091051803,0.0,-9.354227405247814,5.3061224489795915,23.558115093985563,-9.354227405247814,-2.518445839874411
10,5.3061224489795915,4.1020408163265305,2.7749517717534773,0.0,-10.382965431070387,5.3061224489795915,26.281057641777764,-10.382965431070387,-2.531170677226114
10,5.3061224489795915,4.489795918367347,2.764424860853432,0.0,-11.41170345689296,5.3061224489795915,29.005099152795793,-11.41170345689296,-2.5416975881261594
10,5.3061224489795915,4.877551020408163,2.7555716847408416,0.0,-12.440441482715531,5.3061224489795915,31.729977531207545,-12.440441482715531,-2.55055076423875
10,5.3061224489795915,5.26530612244898,2.7480224647998734,0.0,-13.46917950853811,5.3061224489795915,34.455507887705124,-13.46917950853811,-2.558099984179718
10,5.3061224489795915,5.653061224489796,2.7415088779193986,0.0,-14.497917534360681,5.3061224489795915,37.18155606073294,-14.497917534360681,-2.5646135710601934
10,5.3061224489795915,6.040816326530612,2.735831494760066,0.0,-15.526655560183254,5.3061224489795915,39.90802233562132,-15.526655560183254,-2.5702909542195256
10,5.3061224489795915,6.428571428571429,2.7308390022675737,0.0,-16.55539358600583,5.3061224489795915,42.63483105584313,-16.55539358600583,-2.575283446712018
10,5.3061224489795915,6.816326530612245,2.7264145179029695,0.0,-17.584131611828404,5.3061224489795915,45.361923780128876,-17.584131611828404,-2.579707931076622
10,5.3061224489795915,7.204081632653061,2.7224663236399373,0.0,-18.612869637650977,5.3061224489795915,48.08925464946542,-18.612869637650977,-2.583656125339654
10,5.3061224489795915,7.591836734693877,2.7189214395435592,0.0,-19.64160766347355,5.3061224489795915,50.816787173885274,-19.64160766347355,-2.5872010094360323
10,5.3061224489795915,7.979591836734693,2.7157210710371102,0.0,-20.670345689296123,5.3061224489795915,53.5444919561001,-20.670345689296123,-2.5904013779424813
10,5.3061224489795915,8.36734693877551,2.712817322050771,0.0,-21.699083715118697,5.3061224489795915,56.27234504807499,-21.699083715118697,-2.5933051269288203
10,5.3061224489795915,8.755102040816325,2.710170781599353,0.0,-22.72782174094127,5.3061224489795915,59.00032674431733,-22.72782174094127,-2.5959516673802385
10,5.3061224489795915,9.142857142857142,2.7077487244897958,0.0,-23.756559766763846,5.3061224489795915,61.728420682230606,-23.756559766763846,-2.5983737244897958
10,5.3061224489795915,9.53061224489796,2.705523751256391,0.0,-24.785297792586423,5.3061224489795915,64.45661316208196,-24.785297792586423,-2.6005986977232003
10,5.3061224489795915,9.918367346938775,2.7034727471235405,0.0,-25.81403581840899,5.3061224489795915,67.18489262648357,-25.81403581840899,-2.602649701856051
10,5.3061224489795915,10.306122448979592,2.7015760759749443,0.0,-26.84277384423157,5.3061224489795915,69.91324925737734,-26.84277384423157,-2.604546373004647
10,5.3061224489795915,10.693877551020408,2.6998169496806352,0.0,-27.871511870054142,5.3061224489795915,72.64167466069824,-27.871511870054142,-2.6063054992989563
10,5.3061224489795915,11.081632653061224,2.6981809298304955,0.0,-28.900249895876712,5.3061224489795915,75.37016161724121,-28.900249895876712,-2.6079415191490956
10,5.3061224489795915,11.46938775510204,2.696655530539618,0.0,-29.92898792169929,5.3061224489795915,78.09870388406384,-29.92898792169929,-2.6094669184399737
10,5.3061224489795915,11.857142857142858,2.695229899188591,0.0,-30.957725947521865,5.3061224489795915,80.82729603485637,-30.957725947521865,-2.6108925497910005
10,5.3061224489795915,12.244897959183673,2.6938945578231293,0.0,-31.986463973344435,5.3061224489795915,83.5559333306417,-31.986463973344435,-2.6122278911564623
10,5.3061224489795915,12.63265306122449,2.692641192179618,0.0,-33.01520199916701,5.3061224489795915,86.284611614288,-33.01520199916701,-2.6134812567999735
10,5.3061224489795915,13.020408163265305,2.6914624784082912,0.0,-34.04394002498959,5.3061224489795915,89.01332722387039,-34.04394002498959,-2.6146599705713003
10,5.3061224489795915,13.408163265306122,2.690351939862703,0.0,-35.07267805081216,5.3061224489795915,91.74207692106565,-35.07267805081216,-2.6157705091168886
10,5.3061224489795915,13.795918367346939,2.689303828040092,0.0,-36.101416076634735,5.3061224489795915,94.47085783162238,-36.101416076634735,-2.6168186209394997
10,5.3061224489795915,14.183673469387754,2.688313023050947,0.0,-37.130154102457304,5.3061224489795915,97.19966739559587,-37.130154102457304,-2.6178094259286446
10,5.3061224489795915,14.571428571428571,2.6873749499799917,0.0,-38.15889212827988,5.3061224489795915,99.92850332552845,-38.15889212827988,-2.6187474989996
10,5.3061224489795915,14.959183673469386,2.6864855082551435,0.0,-39.18763015410245,5.3061224489795915,102.65736357113407,-39.18763015410245,-2.619636940724448
10,5.3061224489795915,15.346938775510203,2.6856410117238383,0.0,-40.21636817992503,5.3061224489795915,105.38624628933647,-40.21636817992503,-2.620481437255753
10,5.3061224489795915,15.73469387755102,2.684838137589666,0.0,-41.245106205747604,5.3061224489795915,108.11514981873745,-41.245106205747604,-2.6212843113899256
10,5.3061224489795915,16.122448979591837,2.684073882717644,0.0,-42.27384423157018,5.3061224489795915,110.84407265776949,-42.27384423157018,-2.6220485662619475
10,5.3061224489795915,16.51020408163265,2.683345526096718,0.0,-43.30258225739274,5.3061224489795915,113.57301344592706,-43.30258225739274,-2.6227769228828737
10,5.3061224489795915,16.89795918367347,2.682650596470472,0.0,-44.33132028321533,5.3061224489795915,116.30197094758202,-44.33132028321533,-2.6234718525091196
10,5.3061224489795915,17.285714285714285,2.6819868443245065,0.0,-45.360058309037896,5.3061224489795915,119.03094403797706,-45.360058309037896,-2.624135604655085
10,5.3061224489795915,17.6734693877551,2.6813522175613893,0.0,-46.38879633486047,5.3061224489795915,121.75993169106357,-46.38879633486047,-2.624770231418202
10,5.3061224489795915,18.06122448979592,2.680744840309005,0.0,-47.41753436068305,5.3061224489795915,124.48893296890544,-47.41753436068305,-2.6253776086705867
10,5.3061224489795915,18.448979591836736,2.6801629944013,0.0,-48.44627238650562,5.3061224489795915,127.21794701241963,-48.44627238650562,-2.6259594545782914
10,5.3061224489795915,18.83673469387755,2.6796051031463506,0.0,-49.47501041232819,5.3061224489795915,129.9469730332602,-49.47501041232819,-2.6265173458332414
10,5.3061224489795915,19.224489795918366,2.679069717058798,0.0,-50.503748438150765,5.3061224489795915,132.67601030668447,-50.503748438150765,-2.6270527319207937
10,5.3061224489795915,19.612244897959183,2.678555501284801,0.0,-51.53248646397334,5.3061224489795915,135.40505816526553,-51.53248646397334,-2.62756694769479
10,5.3061224489795915,20.0,2.6780612244897957,0.0,-52.56122448979591,5.3061224489795915,138.13411599333608,-52.56122448979591,-2.628061224489796
10,5.714285714285714,1.0,3.357142857142857,0.0,-2.357142857142857,5.714285714285714,5.556122448979592,-2.357142857142857,-2.357142857142857
10,5.714285714285714,1.3877551020408163,3.217436974789916,0.0,-3.465014577259475,5.714285714285714,8.651617279564887,-3.465014577259475,-2.4968487394957983
10,5.714285714285714,1.7755102040816326,3.138752052545156,0.0,-4.572886297376093,5.714285714285714,11.777622590204274,-4.572886297376093,-2.5755336617405584
10,5.714285714285714,2.163265306122449,3.088274932614555,0.0,-5.680758017492711,5.714285714285714,14.91773180200074,-5.680758017492711,-2.6260107816711593
10,5.714285714285714,2.5510204081632653,3.0531428571428574,0.0,-6.78862973760933,5.714285714285714,18.065513536026657,-6.78862973760933,-2.661142857142857
10,5.714285714285714,2.9387755102040813,3.027281746031746,0.0,-7.896501457725947,5.714285714285714,21.217930752232864,-7.896501457725947,-2.6870039682539684
10,5.714285714285714,3.326530612244898,3.0074496056091147,0.0,-9.004373177842565,5.714285714285714,24.373362453783315,-9.004373177842565,-2.7068361086765997
10,5.714285714285714,3.7142857142857144,2.991758241758242,0.0,-10.112244897959185,5.714285714285714,27.53086454361965,-10.112244897959185,-2.7225274725274726
10,5.714285714285714,4.1020408163265305,2.9790334044065387,0.0,-11.220116618075801,5.714285714285714,30.68984989670556,-11.220116618075801,-2.7352523098791757
10,5.714285714285714,4.489795918367347,2.9685064935064935,0.0,-12.32798833819242,5.714285714285714,33.849934213017306,-12.32798833819242,-2.7457792207792213
10,5.714285714285714,4.877551020408163,2.9596533173939035,0.0,-13.435860058309038,5.714285714285714,37.01085539672277,-13.435860058309038,-2.754632396891811
10,5.714285714285714,5.26530612244898,2.952104097452935,0.0,-14.543731778425657,5.714285714285714,40.172428558514056,-14.543731778425657,-2.7621816168327795
10,5.714285714285714,5.653061224489796,2.94559051057246,0.0,-15.651603498542272,5.714285714285714,43.33451953683558,-15.651603498542272,-2.7686952037132544
10,5.714285714285714,6.040816326530612,2.9399131274131274,0.0,-16.759475218658892,5.714285714285714,46.49702861701768,-16.759475218658892,-2.774372586872587
10,5.714285714285714,6.428571428571429,2.934920634920635,0.0,-17.867346938775512,5.714285714285714,49.659880142533204,-17.867346938775512,-2.7793650793650793
10,5.714285714285714,6.816326530612245,2.930496150556031,0.0,-18.97521865889213,5.714285714285714,52.82301567211267,-18.97521865889213,-2.7837895637296834
10,5.714285714285714,7.204081632653061,2.926547956292999,0.0,-20.083090379008745,5.714285714285714,55.98638934674292,-20.083090379008745,-2.7877377579927156
10,5.714285714285714,7.591836734693877,2.9230030721966207,0.0,-21.190962099125365,5.714285714285714,59.1499646764565,-21.190962099125365,-2.7912826420890937
10,5.714285714285714,7.979591836734693,2.9198027036901717,0.0,-22.29883381924198,5.714285714285714,62.31371226396504,-22.29883381924198,-2.7944830105955427
10,5.714285714285714,8.36734693877551,2.9168989547038326,0.0,-23.4067055393586,5.714285714285714,65.47760816123363,-23.4067055393586,-2.7973867595818813
10,5.714285714285714,8.755102040816325,2.9142524142524144,0.0,-24.514577259475217,5.714285714285714,68.64163266276968,-24.514577259475217,-2.8000333000333
10,5.714285714285714,9.142857142857142,2.911830357142857,0.0,-25.622448979591837,5.714285714285714,71.80576940597668,-25.622448979591837,-2.802455357142857
10,5.714285714285714,9.53061224489796,2.9096053839094527,0.0,-26.730320699708457,5.714285714285714,74.97000469112174,-26.730320699708457,-2.8046803303762617
10,5.714285714285714,9.918367346938775,2.907554379776602,0.0,-27.83819241982507,5.714285714285714,78.13432696081708,-27.83819241982507,-2.8067313345091125
10,5.714285714285714,10.306122448979592,2.9056577086280058,0.0,-28.94606413994169,5.714285714285714,81.29872639700454,-28.94606413994169,-2.8086280056577086
10,5.714285714285714,10.693877551020408,2.9038985823336967,0.0,-30.05393586005831,5.714285714285714,84.46319460561917,-30.05393586005831,-2.8103871319520177
10,5.714285714285714,11.081632653061224,2.902262562483557,0.0,-31.161807580174923,5.714285714285714,87.62772436745584,-31.161807580174923,-2.812023151802157
10,5.714285714285714,11.46938775510204,2.9007371631926793,0.0,-32.26967930029154,5.714285714285714,90.79230943957218,-32.26967930029154,-2.813548551093035
10,5.714285714285714,11.857142857142858,2.8993115318416525,0.0,-33.37755102040817,5.714285714285714,93.95694439565845,-33.37755102040817,-2.814974182444062
10,5.714285714285714,12.244897959183673,2.8979761904761907,0.0,-34.48542274052478,5.714285714285714,97.12162449673747,-34.48542274052478,-2.8163095238095237
10,5.714285714285714,12.63265306122449,2.8967228248326795,0.0,-35.5932944606414,5.714285714285714,100.2863455856775,-35.5932944606414,-2.817562889453035
10,5.714285714285714,13.020408163265305,2.8955441110613527,0.0,-36.701166180758015,5.714285714285714,103.45110400055357,-36.701166180758015,-2.8187416032243617
10,5.714285714285714,13.408163265306122,2.8944335725157644,0.0,-37.809037900874635,5.714285714285714,106.61589650304255,-37.809037900874635,-2.81985214176995
10,5.714285714285714,13.795918367346939,2.8933854606931533,0.0,-38.916909620991255,5.714285714285714,109.78072021889301,-38.916909620991255,-2.820900253592561
10,5.714285714285714,14.183673469387754,2.8923946557040083,0.0,-40.02478134110787,5.714285714285714,112.9455725881602,-40.02478134110787,-2.821891058581706
10,5.714285714285714,14.571428571428571,2.891456582633053,0.0,-41.13265306122449,5.714285714285714,116.1104513233865,-41.13265306122449,-2.8228291316526612
10,5.714285714285714,14.959183673469386,2.890567140908205,0.0,-42.2405247813411,5.714285714285714,119.27535437428583,-42.2405247813411,-2.8237185733775094
10,5.714285714285714,15.346938775510203,2.8897226443768997,0.0,-43.34839650145773,5.714285714285714,122.44027989778196,-43.34839650145773,-2.8245630699088147
10,5.714285714285714,15.73469387755102,2.8889197702427274,0.0,-44.45626822157434,5.714285714285714,125.60522623247662,-44.45626822157434,-2.825365944042987
10,5.714285714285714,16.122448979591837,2.8881555153707055,0.0,-45.56413994169097,5.714285714285714,128.7701918768024,-45.56413994169097,-2.8261301989150085
10,5.714285714285714,16.51020408163265,2.8874271587497793,0.0,-46.67201166180757,5.714285714285714,131.93517547025368,-46.67201166180757,-2.826858555535935
10,5.714285714285714,16.89795918367347,2.8867322291235333,0.0,-47.7798833819242,5.714285714285714,135.10017577720237,-47.7798833819242,-2.8275534851621815
10,5.714285714285714,17.285714285714285,2.886068476977568,0.0,-48.88775510204081,5.714285714285714,138.26519167289112,-48.88775510204081,-2.8282172373081464
10,5.714285714285714,17.6734693877551,2.8854338502144508,0.0,-49.99562682215743,5.714285714285714,141.43022213127134,-49.99562682215743,-2.828851864071264
10,5.714285714285714,18.06122448979592,2.8848264729620663,0.0,-51.10349854227405,5.714285714285714,144.5952662144069,-51.10349854227405,-2.829459241323648
10,5.714285714285714,18.448979591836736,2.8842446270543616,0.0,-52.21137026239067,5.714285714285714,147.76032306321483,-52.21137026239067,-2.830041087231353
10,5.714285714285714,18.83673469387755,2.883686735799412,0.0,-53.319241982507286,5.714285714285714,150.9253918893491,-53.319241982507286,-2.8305989784863024
10,5.714285714285714,19.224489795918366,2.8831513497118593,0.0,-54.427113702623906,5.714285714285714,154.0904719680671,-54.427113702623906,-2.831134364573855
10,5.714285714285714,19.612244897959183,2.8826371339378625,0.0,-55.534985422740526,5.714285714285714,157.25556263194187,-55.534985422740526,-2.831648580347852
10,5.714285714285714,20.0,2.882142857142857,0.0,-56.64285714285714,5.714285714285714,160.42066326530613,-56.64285714285714,-2.8321428571428573
10,6.122448979591837,1.0,3.5612244897959187,0.0,-2.5612244897959187,6.122448979591837,6.559870887130364,-2.5612244897959187,-2.5612244897959187
10,6.122448979591837,1.3877551020408163,3.4215186074429775,0.0,-3.748229904206581,6.122448979591837,10.123707990068166,-3.748229904206581,-2.70093037214886
10,6.122448979591837,1.7755102040816326,3.3428336851982174,0.0,-4.935235318617243,6.122448979591837,13.71805557306006,-4.935235318617243,-2.77961529439362
10,6.122448979591837,2.163265306122449,3.2923565652676166,0.0,-6.122240733027906,6.122448979591837,17.32650705720903,-6.122240733027906,-2.8300924143242208
10,6.122448979591837,2.5510204081632653,3.257224489795919,0.0,-7.309246147438568,6.122448979591837,20.942631063587452,-7.309246147438568,-2.8652244897959185
10,6.122448979591837,2.9387755102040813,3.2313633786848075,0.0,-8.49625156184923,6.122448979591837,24.56339055214617,-8.49625156184923,-2.89108560090703
10,6.122448979591837,3.326530612244898,3.211531238262176,0.0,-9.683256976259893,6.122448979591837,28.18716452604913,-9.683256976259893,-2.910917741329661
10,6.122448979591837,3.7142857142857144,3.1958398744113032,0.0,-10.870262390670556,6.122448979591837,31.813008888237967,-10.870262390670556,-2.926609105180534
10,6.122448979591837,4.1020408163265305,3.1831150370596,0.0,-12.057267805081217,6.122448979591837,35.440336513676385,-12.057267805081217,-2.939333942532237
10,6.122448979591837,4.489795918367347,3.172588126159555,0.0,-13.244273219491879,6.122448979591837,39.06876310234063,-13.244273219491879,-2.9498608534322823
10,6.122448979591837,4.877551020408163,3.1637349500469645,0.0,-14.43127863390254,6.122448979591837,42.69802655839861,-14.43127863390254,-2.958714029544873
10,6.122448979591837,5.26530612244898,3.1561857301059963,0.0,-15.618284048313207,6.122448979591837,46.32794199254241,-15.618284048313207,-2.966263249485841
10,6.122448979591837,5.653061224489796,3.1496721432255215,0.0,-16.805289462723866,6.122448979591837,49.95837524321644,-16.805289462723866,-2.972776836366316
10,6.122448979591837,6.040816326530612,3.143994760066189,0.0,-17.992294877134526,6.122448979591837,53.589226595751036,-17.992294877134526,-2.9784542195256485
10,6.122448979591837,6.428571428571429,3.1390022675736966,0.0,-19.179300291545193,6.122448979591837,57.22042039361907,-19.179300291545193,-2.9834467120181407
10,6.122448979591837,6.816326530612245,3.1345777832090924,0.0,-20.366305705955856,6.122448979591837,60.85189819555105,-20.366305705955856,-2.987871196382745
10,6.122448979591837,7.204081632653061,3.1306295889460602,0.0,-21.553311120366516,6.122448979591837,64.4836141425338,-21.553311120366516,-2.991819390645777
10,6.122448979591837,7.591836734693877,3.127084704849682,0.0,-22.74031653477718,6.122448979591837,68.11553174459988,-22.74031653477718,-2.9953642747421547
10,6.122448979591837,7.979591836734693,3.123884336343233,0.0,-23.92732194918784,6.122448979591837,71.74762160446093,-23.92732194918784,-2.998564643248604
10,6.122448979591837,8.36734693877551,3.120980587356894,0.0,-25.114327363598502,6.122448979591837,75.37985977408204,-25.114327363598502,-3.001468392234943
10,6.122448979591837,8.755102040816325,3.118334046905476,0.0,-26.30133277800916,6.122448979591837,79.01222654797058,-26.30133277800916,-3.0041149326863614
10,6.122448979591837,9.142857142857142,3.1159119897959187,0.0,-27.488338192419825,6.122448979591837,82.64470556353008,-27.488338192419825,-3.0065369897959187
10,6.122448979591837,9.53061224489796,3.113687016562514,0.0,-28.67534360683049,6.122448979591837,86.27728312102766,-28.67534360683049,-3.008761963029323
10,6.122448979591837,9.918367346938775,3.1116360124296634,0.0,-29.862349021241148,6.122448979591837,89.9099476630755,-29.862349021241148,-3.010812967162174
10,6.122448979591837,10.306122448979592,3.109739341281067,0.0,-31.049354435651814,6.122448979591837,93.54268937161548,-31.049354435651814,-3.01270963831077
10,6.122448979591837,10.693877551020408,3.107980214986758,0.0,-32.23635985006248,6.122448979591837,97.17549985258262,-32.23635985006248,-3.014468764605079
10,6.122448979591837,11.081632653061224,3.1063441951366184,0.0,-33.423365264473134,6.122448979591837,100.8083718867718,-33.423365264473134,-3.016104784455219
10,6.122448979591837,11.46938775510204,3.1048187958457407,0.0,-34.610370678883804,6.122448979591837,104.44129923124065,-34.610370678883804,-3.0176301837460966
