case,Kn,Ks,gamma,eps,m,f_s,pmax,p,r,E,P
1,0.6565656565656566,0.6565656565656566,0.4,0.1,1.25,0.34,10,5.0,0.1353352832366127,0.1302461352457831,0.05625745553747439
1,0.6565656565656566,0.7070707070707071,0.4,0.1,1.25,0.34,10,2.7892121212121204,0.32769078349911734,0.3153682992764165,0.06963429149356241
1,0.6565656565656566,0.7575757575757576,0.4,0.1,1.25,0.34,10,2.9688888888889955,0.30496582569453934,0.2934978907851219,0.06480523796009238
1,0.6565656565656566,0.8080808080808081,0.4,0.1,1.25,0.34,10,3.1485656565656557,0.28381681611076087,0.27314416855773177,0.060311073423536685
1,0.6565656565656566,0.8585858585858586,0.4,0.1,1.25,0.34,10,3.3282424242424233,0.26413446465286466,0.25420195224405834,0.056128573738733735
1,0.6565656565656566,0.9090909090909091,0.4,0.1,1.25,0.34,10,3.507919191919191,0.24581706036131598,0.23657335562348905,0.05223612532677963
1,0.6565656565656566,0.9595959595959596,0.4,0.1,1.25,0.34,10,3.6875959595959587,0.2287699458080678,0.2201672807659012,0.04861361348421441
1,0.6565656565656566,1.0101010101010102,0.4,0.1,1.25,0.34,10,3.8672727272727276,0.21290502794273214,0.2048989472719736,0.04524231843783059
1,0.6565656565656566,1.0606060606060606,0.4,0.1,1.25,0.34,10,4.046949494949494,0.1981403228609632,0.19068945416009953,0.042104818607954675
1,0.6565656565656566,1.1111111111111112,0.4,0.1,1.25,0.34,10,4.22662626262626,0.18439953214259885,0.17746537213590854,0.03918490058030221
1,0.6565656565656566,1.1616161616161615,0.4,0.1,1.25,0.34,10,4.406303030303031,0.17161164857023886,0.1651583641374036,0.036467475321175766
1,0.6565656565656566,1.2121212121212122,0.4,0.1,1.25,0.34,10,4.585979797979799,0.15971058919076134,0.15370483219483194,0.0339385002030368
1,0.6565656565656566,1.2626262626262625,0.4,0.1,1.25,0.34,10,4.765656565656764,0.148634853823563,0.14304558878038173,0.03158490643750964
1,0.6565656565656566,1.3131313131313131,0.4,0.1,1.25,0.34,10,4.945333333333191,0.1383272072509182,0.13312555094945466,0.02939453154081845
1,0.6565656565656566,1.3636363636363635,0.4,0.1,1.25,0.34,10,5.125010101010101,0.1287343834478304,0.12389345569265817,0.02735605648266396
1,0.6565656565656566,1.4141414141414141,0.4,0.1,1.25,0.34,10,5.3046868686868685,0.11980681032352707,0.11530159502812114,0.0254589471937495
1,0.6565656565656566,1.4646464646464645,0.4,0.1,1.25,0.34,10,5.484363636363635,0.11149835355147696,0.10730556946452721,0.02369340012968885
1,0.6565656565656566,1.5151515151515151,0.4,0.1,1.25,0.34,10,5.664040404040275,0.10376607816466903,0.09986405856136481,0.022050291609991033
1,0.6565656565656566,1.5656565656565655,0.4,0.1,1.25,0.34,10,5.843717171717171,0.09657002668388251,0.09293860740046178,0.020521130670325044
1,0.6565656565656566,1.6161616161616161,0.4,0.1,1.25,0.34,10,6.023393939393937,0.08987301263257694,0.08649342786554151,0.019098015184422588
1,0.6565656565656566,1.6666666666666667,0.4,0.1,1.25,0.34,10,6.203070707070694,0.08364042837117115,0.08049521370270163,0.017773591028873777
1,0.6565656565656566,1.7171717171717171,0.4,0.1,1.25,0.34,10,6.3827474747469894,0.07784006625787143,0.07491296840631043,0.01654101407979448
1,0.6565656565656566,1.7676767676767677,0.4,0.1,1.25,0.34,10,6.562424242424242,0.07244195221166413,0.06971784504069671,0.01539391484497862
1,0.6565656565656566,1.8181818181818181,0.4,0.1,1.25,0.34,10,6.742101010101011,0.06741819081773152,0.06488299717022154,0.01432636554876796
1,0.6565656565656566,1.8686868686868687,0.4,0.1,1.25,0.34,10,6.921777777777775,0.06274282117433369,0.06038344012689404,0.013332849499545897
1,0.6565656565656566,1.9191919191919191,0.4,0.1,1.25,0.34,10,7.101454545454493,0.0583916827367476,0.056195921899114945,0.012408232581558607
1,0.6565656565656566,1.9696969696969697,0.4,0.1,1.25,0.34,10,7.281131313130467,0.05434229046469412,0.052298802974059755,0.011547736723743596
1,0.6565656565656566,2.0202020202020203,0.4,0.1,1.25,0.34,10,7.460808080808081,0.05057371862806044,0.048671944512770855,0.010746915208462842
1,0.6565656565656566,2.0707070707070705,0.4,0.1,1.25,0.34,10,7.640484848484848,0.04706649267080154,0.045296604280408714,0.010001629692545328
1,0.6565656565656566,2.121212121212121,0.4,0.1,1.25,0.34,10,7.820161616161616,0.043802488573610604,0.042155339793288546,0.009308028821892252
1,0.6565656565656566,2.1717171717171717,0.4,0.1,1.25,0.34,10,7.99983838383837,0.04076483919592265,0.039231918182799176,0.008662528329133522
1,0.6565656565656566,2.2222222222222223,0.4,0.1,1.25,0.34,10,8.179515151514977,0.03793784711288498,0.03651123231005205,0.008061792511487495
1,0.6565656565656566,2.2727272727272725,0.4,0.1,1.25,0.34,10,8.359191919191918,0.03530690349698232,0.03397922269788179,0.007502716993108742
1,0.6565656565656566,2.323232323232323,0.4,0.1,1.25,0.34,10,8.538868686868687,0.0328584126251573,0.03162280487680088,0.006982412682845926
1,0.6565656565656566,2.3737373737373737,0.4,0.1,1.25,0.34,10,8.718545454545454,0.030579721621222824,0.029429801769378358,0.006498190844509851
1,0.6565656565656566,2.4242424242424243,0.4,0.1,1.25,0.34,10,8.89822222222222,0.028459055070588827,0.0273888807637144,0.006047549202500122
1,0.6565656565656566,2.474747474747475,0.4,0.1,1.25,0.34,10,9.077898989898982,0.026485454169364084,0.025489495150779317,0.005628159010989848
1,0.6565656565656566,2.525252525252525,0.4,0.1,1.25,0.34,10,9.257575757575657,0.024648720093396834,0.023721829623004738,0.0052378530198466155
1,0.6565656565656566,2.5757575757575757,0.4,0.1,1.25,0.34,10,9.437252525251614,0.022939361294607045,0.02207674955248464,0.004874614275102221
1,0.6565656565656566,2.6262626262626263,0.4,0.1,1.25,0.34,10,9.616929292929292,0.021348544452217674,0.020545753786636478,0.004536565696096256
1,0.6565656565656566,2.676767676767677,0.4,0.1,1.25,0.34,10,9.796606060606061,0.019868048825562874,0.019120930717526408,0.004221960375432111
1,0.6565656565656566,2.727272727272727,0.4,0.1,1.25,0.34,10,9.976282828282828,0.01849022377232586,0.017794917397591318,0.003929172551619245
3,0.6565656565656566,2.7777777777777777,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0036492707943855617
3,0.6565656565656566,2.8282828282828283,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0033695447369412363
3,0.6565656565656566,2.878787878787879,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0030898186794969078
3,0.6565656565656566,2.929292929292929,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.002810092622052585
3,0.6565656565656566,2.9797979797979797,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0025303665646082565
3,0.6565656565656566,3.0303030303030303,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.002250640507163931
3,0.6565656565656566,3.080808080808081,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0019709144497196025
3,0.6565656565656566,3.131313131313131,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.00169118839227528
3,0.6565656565656566,3.1818181818181817,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0014114623348309514
3,0.6565656565656566,3.2323232323232323,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.001131736277386626
3,0.6565656565656566,3.282828282828283,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0008520102199422976
3,0.6565656565656566,3.3333333333333335,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0005722841624979719
3,0.6565656565656566,3.3838383838383836,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0002925581050536464
3,0.6565656565656566,3.4343434343434343,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,1.2832047609320822e-05
1,0.6565656565656566,3.484848484848485,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.3024821496306185
1,0.6565656565656566,3.5353535353535355,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.336471779661548
1,0.6565656565656566,3.5858585858585856,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.3704614096924774
1,0.6565656565656566,3.6363636363636362,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.404451039723407
1,0.6565656565656566,3.686868686868687,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.4384406697543373
1,0.6565656565656566,3.7373737373737375,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.472430299785267
1,0.6565656565656566,3.7878787878787876,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.5064199298161967
1,0.6565656565656566,3.8383838383838382,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.540409559847126
1,0.6565656565656566,3.888888888888889,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.574399189878056
1,0.6565656565656566,3.9393939393939394,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.6083888199089857
1,0.6565656565656566,3.9898989898989896,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.6423784499399154
1,0.6565656565656566,4.040404040404041,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.676368079970845
1,0.6565656565656566,4.090909090909091,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.710357710001775
1,0.6565656565656566,4.141414141414141,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.744347340032704
1,0.6565656565656566,4.191919191919192,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.7783369700636347
1,0.6565656565656566,4.242424242424242,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.812326600094564
1,0.6565656565656566,4.292929292929293,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.846316230125494
1,0.6565656565656566,4.343434343434343,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.8803058601564233
1,0.6565656565656566,4.393939393939394,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.914295490187353
1,0.6565656565656566,4.444444444444445,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.948285120218283
1,0.6565656565656566,4.494949494949495,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.9822747502492124
1,0.6565656565656566,4.545454545454545,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.0162643802801417
1,0.6565656565656566,4.595959595959596,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.050254010311072
1,0.6565656565656566,4.646464646464646,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.0842436403420015
1,0.6565656565656566,4.696969696969697,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.118233270372931
1,0.6565656565656566,4.747474747474747,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.152222900403861
1,0.6565656565656566,4.797979797979798,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.18621253043479
1,0.6565656565656566,4.848484848484849,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.22020216046572
1,0.6565656565656566,4.898989898989899,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.2541917904966495
1,0.6565656565656566,4.94949494949495,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.2881814205275797
1,0.6565656565656566,5.0,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.3221710505585094
1,0.7070707070707071,0.0,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,0.08101868188168541
1,0.7070707070707071,0.050505050505050504,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,0.047029051850755704
1,0.7070707070707071,0.10101010101010101,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,0.013039421819825996
1,0.7070707070707071,0.15151515151515152,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.020950208211103712
1,0.7070707070707071,0.20202020202020202,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.054939838242033426
1,0.7070707070707071,0.25252525252525254,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.08892946827296315
1,0.7070707070707071,0.30303030303030304,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.12291909830389285
1,0.7070707070707071,0.35353535353535354,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.15690872833482256
1,0.7070707070707071,0.40404040404040403,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.19089835836575225
1,0.7070707070707071,0.45454545454545453,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.22488798839668198
1,0.7070707070707071,0.5050505050505051,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.2588776184276117
1,0.7070707070707071,0.5555555555555556,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.29286724845854145
1,0.7070707070707071,0.6060606060606061,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.3268568784894711
1,0.7070707070707071,0.6565656565656566,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.3608465085204008
1,0.7070707070707071,0.7070707070707071,0.4,0.1,1.25,0.34,10,5.0,0.1353352832366127,0.1302461352457831,0.056514483213778915
1,0.7070707070707071,0.7575757575757576,0.4,0.1,1.25,0.34,10,4.981714640691807,0.13632877378633512,0.13120226657687378,0.05463537923547442
1,0.7070707070707071,0.8080808080808081,0.4,0.1,1.25,0.34,10,2.946545454545462,0.3077036354464997,0.2961327479391695,0.0653870225323814
1,0.7070707070707071,0.8585858585858586,0.4,0.1,1.25,0.34,10,3.126222222222222,0.2863647620819046,0.2755963015685766,0.06085251194240472
1,0.7070707070707071,0.9090909090909091,0.4,0.1,1.25,0.34,10,3.305898989898989,0.26650571366578374,0.2564840328090956,0.056632464153979024
1,0.7070707070707071,0.9595959595959596,0.4,0.1,1.25,0.34,10,3.485575757575756,0.24802386613543753,0.2386971766732805,0.05270507155378045
1,0.7070707070707071,1.0101010101010102,0.4,0.1,1.25,0.34,10,3.665252525252525,0.2308237122822606,0.22214381740559846,0.04905003885998037
1,0.7070707070707071,1.0606060606060606,0.4,0.1,1.25,0.34,10,3.844929292929292,0.21481636820655664,0.20673841349651728,0.04564847824389328
1,0.7070707070707071,1.1111111111111112,0.4,0.1,1.25,0.34,10,4.024606060606062,0.1999191139991093,0.1924013556362868,0.042482811724810755
1,0.7070707070707071,1.1616161616161615,0.4,0.1,1.25,0.34,10,4.204282828282822,0.18605496627593168,0.17905855532409154,0.03953668033363539
1,0.7070707070707071,1.2121212121212122,0.4,0.1,1.25,0.34,10,4.383959595959595,0.17315228035720545,0.16664106200665307,0.03679485957590616
1,0.7070707070707071,1.2626262626262625,0.4,0.1,1.25,0.34,10,4.563636363636366,0.16114438003463702,0.15508470676781452,0.0342431807573604
1,0.7070707070707071,1.3131313131313131,0.4,0.1,1.25,0.34,10,4.743313131313131,0.1499692130139884,0.1443297707278104,0.03186845776547253
1,0.7070707070707071,1.3636363636363635,0.4,0.1,1.25,0.34,10,4.9229898989899,0.13956903025225412,0.13432067643864834,0.029658418928604
1,0.7070707070707071,1.4141414141414141,0.4,0.1,1.25,0.34,10,5.102666666666667,0.12989008753241696,0.12500570068084793,0.027601643600638603
1,0.7070707070707071,1.4646464646464645,0.4,0.1,1.25,0.34,10,5.282343434343434,0.12088236773362883,0.11633670717737343,0.02568750314339613
1,0.7070707070707071,1.5151515151515151,0.4,0.1,1.25,0.34,10,5.462020202020201,0.11249932236161882,0.1082688978435325,0.023906106001843994
1,0.7070707070707071,1.5656565656565655,0.4,0.1,1.25,0.34,10,5.641696969696901,0.10469763100365638,0.10076058128739487,0.022248246588276375
1,0.7070707070707071,1.6161616161616161,0.4,0.1,1.25,0.34,10,5.821373737373737,0.09743697746500328,0.09377295736440928,0.0207053577113132
1,0.7070707070707071,1.6666666666666667,0.4,0.1,1.25,0.34,10,6.001050505050505,0.09067984143007264,0.08726991667293618,0.019269466303890433
1,0.7070707070707071,1.7171717171717171,0.4,0.1,1.25,0.34,10,6.180727272727265,0.08439130457157869,0.08121785395446904,0.017933152221460413
1,0.7070707070707071,1.7676767676767677,0.4,0.1,1.25,0.34,10,6.360404040403719,0.07853887010583104,0.07558549443437136,0.016689509897486948
1,0.7070707070707071,1.8181818181818181,0.4,0.1,1.25,0.34,10,6.540080808080807,0.07309229486157764,0.07034373220560287,0.01553211265808525
1,0.7070707070707071,1.8686868686868687,0.4,0.1,1.25,0.34,10,6.719757575757575,0.06802343299481525,0.06546547982047822,0.014454979511398238
1,0.7070707070707071,1.9191919191919191,0.4,0.1,1.25,0.34,10,6.899434343434341,0.06330609054159679,0.060925528312870576,0.013452544240089305
1,0.7070707070707071,1.9696969696969697,0.4,0.1,1.25,0.34,10,7.079111111111076,0.058915890057568296,0.0567004169278435,0.012519626637233086
1,0.7070707070707071,2.0202020202020203,0.4,0.1,1.25,0.34,10,7.2587878787872695,0.05483014464454204,0.052768311885328684,0.011651405736962342
1,0.7070707070707071,2.0707070707070705,0.4,0.1,1.25,0.34,10,7.438464646464645,0.05102774071311492,0.04910889355133895,0.010843394901536922
1,0.7070707070707071,2.121212121212121,0.4,0.1,1.25,0.34,10,7.618141414141414,0.04748902887573744,0.04570325143389421,0.010091418636094212
1,0.7070707070707071,2.1717171717171717,0.4,0.1,1.25,0.34,10,7.797818181818181,0.04419572240596974,0.04253378646061565,0.009391591011268569
1,0.7070707070707071,2.2222222222222223,0.4,0.1,1.25,0.34,10,7.9774949494949405,0.04113080273965087,0.03958412003342904,0.008740295582175777
1,0.7070707070707071,2.2727272727272725,0.4,0.1,1.25,0.34,10,8.157171717171588,0.038278431529374324,0.03683900939014373,0.008134166699991627
1,0.7070707070707071,2.323232323232323,0.4,0.1,1.25,0.34,10,8.336848484848485,0.03562386879788114,0.03428426883560561,0.007570072119549742
1,0.7070707070707071,2.3737373737373737,0.4,0.1,1.25,0.34,10,8.516525252525252,0.03315339676744216,0.031906696435399264,0.00704509681308146
1,0.7070707070707071,2.4242424242424243,0.4,0.1,1.25,0.34,10,8.69620202020202,0.030854248971544047,0.029694005793218105,0.006556527906453111
1,0.7070707070707071,2.474747474747475,0.4,0.1,1.25,0.34,10,8.875878787878788,0.02871454428262114,0.02763476255941745,0.0061018406600569924
1,0.7070707070707071,2.525252525252525,0.4,0.1,1.25,0.34,10,9.055555555555548,0.026723225514873102,0.025718325342611814,0.005678685421910519
1,0.7070707070707071,2.5757575757575757,0.4,0.1,1.25,0.34,10,9.235232323232246,0.024870002284904623,0.02393479071898307,0.0052848754855420715
1,0.7070707070707071,2.6262626262626263,0.4,0.1,1.25,0.34,10,9.41490909090839,0.023145297834913526,0.022274942055129435,0.0049183757899177475
1,0.7070707070707071,2.676767676767677,0.4,0.1,1.25,0.34,10,9.594585858585859,0.021540199543597392,0.020730201879959956,0.004577292403014447
1,0.7070707070707071,2.727272727272727,0.4,0.1,1.25,0.34,10,9.774262626262626,0.020046412869150147,0.019292587559618622,0.0042598627346944066
1,0.7070707070707071,2.7777777777777777,0.4,0.1,1.25,0.34,10,9.953939393939393,0.01865621848614105,0.0179546700461882,0.003964446428304974
3,0.7070707070707071,2.8282828282828283,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0036840557077578843
3,0.7070707070707071,2.878787878787879,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.003404329650313556
3,0.7070707070707071,2.929292929292929,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.003124603592869233
3,0.7070707070707071,2.9797979797979797,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.002844877535424905
3,0.7070707070707071,3.0303030303030303,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.002565151477980579
3,0.7070707070707071,3.080808080808081,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.002285425420536251
3,0.7070707070707071,3.131313131313131,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.002005699363091928
3,0.7070707070707071,3.1818181818181817,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0017259733056475997
3,0.7070707070707071,3.2323232323232323,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.001446247248203274
3,0.7070707070707071,3.282828282828283,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0011665211907589458
3,0.7070707070707071,3.3333333333333335,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0008867951333146201
3,0.7070707070707071,3.3838383838383836,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.0006070690758702945
3,0.7070707070707071,3.4343434343434343,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,0.000327343018425969
3,0.7070707070707071,3.484848484848485,0.4,0.1,1.25,0.34,10,10.0,0.01831563888873418,0.017626897603962216,4.761696098164064e-05
1,0.7070707070707071,3.5353535353535355,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.2982554202833945
1,0.7070707070707071,3.5858585858585856,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.332245050314324
1,0.7070707070707071,3.6363636363636362,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.366234680345254
1,0.7070707070707071,3.686868686868687,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.4002243103761836
1,0.7070707070707071,3.7373737373737375,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.4342139404071133
1,0.7070707070707071,3.7878787878787876,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.468203570438043
1,0.7070707070707071,3.8383838383838382,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.5021932004689726
1,0.7070707070707071,3.888888888888889,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.5361828304999023
1,0.7070707070707071,3.9393939393939394,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.570172460530832
1,0.7070707070707071,3.9898989898989896,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.6041620905617617
1,0.7070707070707071,4.040404040404041,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.638151720592692
1,0.7070707070707071,4.090909090909091,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.672141350623621
1,0.7070707070707071,4.141414141414141,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.706130980654551
1,0.7070707070707071,4.191919191919192,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.740120610685481
1,0.7070707070707071,4.242424242424242,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.77411024071641
1,0.7070707070707071,4.292929292929293,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.8080998707473404
1,0.7070707070707071,4.343434343434343,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.8420895007782696
1,0.7070707070707071,4.393939393939394,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.8760791308091993
1,0.7070707070707071,4.444444444444445,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.9100687608401294
1,0.7070707070707071,4.494949494949495,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.944058390871059
1,0.7070707070707071,4.545454545454545,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-2.9780480209019884
1,0.7070707070707071,4.595959595959596,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.0120376509329185
1,0.7070707070707071,4.646464646464646,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.0460272809638482
1,0.7070707070707071,4.696969696969697,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.080016910994778
1,0.7070707070707071,4.747474747474747,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.1140065410257076
1,0.7070707070707071,4.797979797979798,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.147996171056637
1,0.7070707070707071,4.848484848484849,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.1819858010875666
1,0.7070707070707071,4.898989898989899,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.2159754311184963
1,0.7070707070707071,4.94949494949495,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.249965061149427
1,0.7070707070707071,5.0,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-3.283954691180356
1,0.7575757575757576,0.0,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,0.1192350412598389
1,0.7575757575757576,0.050505050505050504,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,0.08524541122890919
1,0.7575757575757576,0.10101010101010101,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,0.05125578119797948
1,0.7575757575757576,0.15151515151515152,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,0.01726615116704977
1,0.7575757575757576,0.20202020202020202,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.01672347886387994
1,0.7575757575757576,0.25252525252525254,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.05071310889480967
1,0.7575757575757576,0.30303030303030304,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.08470273892573936
1,0.7575757575757576,0.35353535353535354,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.11869236895666907
1,0.7575757575757576,0.40404040404040403,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.15268199898759877
1,0.7575757575757576,0.45454545454545453,0.4,0.1,1.25,0.34,10,-2.0,2.225540928492468,2.1418516874174367,-0.1866716290185285
