case,Kn,Ks,gamma,beta,c0,pmax,p,m,r,P,E_n,E_s,Etot,P/E
1,0.35353535353535354,2.676767676767677,0.8,1.7,0.5,1.25,1.0478582478486318,4.923541162271572,0.1617134017210945,0.03375470333151319,0.16036974073374438,0.0011950520821491864,0.16156479281589356,0.20892363208101516
1,0.35353535353535354,2.727272727272727,0.8,1.7,0.5,1.25,1.047966032941564,4.986964686191983,0.16162717364674872,0.03369550013213482,0.16033441375508023,0.0011497806476499554,0.16148419440273018,0.20866128884478083
1,0.35353535353535354,2.7777777777777777,0.8,1.7,0.5,1.25,1.0480694918056515,5.050408987027953,0.16154440655547875,0.0336385260886095,0.16030002392690434,0.0011067539098540584,0.1614067778367584,0.2084083861870436
1,0.35353535353535354,2.8282828282828283,0.8,1.7,0.5,1.25,1.0481688495656865,5.113873146637358,0.16146492034745075,0.03358367132109686,0.1602665445733153,0.0010658354135160758,0.16133237998683136,0.20816448207010957
1,0.35353535353535354,2.878787878787879,0.8,1.7,0.5,1.25,1.0482643170907393,5.177356297105268,0.1613885463274085,0.03353083259156472,0.16023394945426694,0.001026898458972109,0.16126084791323905,0.20792915965321507
1,0.35353535353535354,2.929292929292929,0.8,1.7,0.5,1.25,1.0483560920494595,5.240857617565214,0.16131512636043244,0.03347991283153184,0.16020221281731603,0.0009898253052477294,0.16119203812256375,0.20770202561788503
1,0.35353535353535354,2.9797979797979797,0.8,1.7,0.5,1.25,1.0484443598762336,5.304376331835987,0.16124451209901303,0.03343082070818419,0.16017130943917682,0.0009545064456583325,0.16112581588483516,0.20748270861870394
1,0.35353535353535354,3.0303030303030303,0.8,1.7,0.5,1.25,1.0485292946581726,5.367911703925197,0.16117656427346194,0.03338347022537696,0.16014121465554304,0.0009208399501770659,0.1610620546057201,0.20727085785102947
1,0.35353535353535354,3.080808080808081,0.8,1.7,0.5,1.25,1.048611059947018,5.4314630373455755,0.16111115204238557,0.03333778035638316,0.1601119043869373,0.0008887308647557016,0.16100063525169298,0.20706614172214954
1,0.35353535353535354,3.131313131313131,0.8,1.7,0.5,1.25,1.048689809506417,5.495029671647053,0.16104815239486636,0.03329367470556084,0.16008335515465577,0.000858090665443292,0.16094144582009906,0.20686824662167277
1,0.35353535353535354,3.1818181818181817,0.8,1.7,0.5,1.25,1.0487656879977225,5.558610981294559,0.16098744960182199,0.033251081196388144,0.16005554409321948,0.0008288367593510599,0.16088438085257054,0.2066768757798708
1,0.35353535353535354,3.2323232323232323,0.8,1.7,0.5,1.25,1.0488388316135344,5.622206369724465,0.16092893470917247,0.0332099317835633,0.16002844895340643,0.0008008920311783268,0.16082934098458476,0.20649174821120744
1,0.35353535353535354,3.282828282828283,0.8,1.7,0.5,1.25,1.0489093686554687,5.685815274763636,0.160872505075625,0.03317016218708877,0.16000204811146213,0.0007741844239264487,0.16077623253538859,0.2063125977267048
1,0.35353535353535354,3.3333333333333335,0.8,1.7,0.5,1.25,1.0489774200739648,5.74943715953794,0.1608180639408281,0.0331317116464566,0.15997632056152736,0.0007486465615500709,0.16072496712307743,0.20613917202475157
1,0.35353535353535354,3.3838383838383836,0.8,1.7,0.5,1.25,1.0490430999607432,5.813071514729672,0.16076552003140543,0.03309452269323025,0.15995124591539595,0.0007242153987788334,0.1606754613141748,0.20597123183931168
1,0.35353535353535354,3.4343434343434343,0.8,1.7,0.5,1.25,1.0491065160059856,5.876717855683329,0.16071478719521148,0.03305854094047794,0.15992680439518422,0.0007008319023442445,0.16062763629752846,0.20580855015038657
1,0.35353535353535354,3.484848484848485,0.8,1.7,0.5,1.25,1.0491677699199116,5.940375721473064,0.16066578406407073,0.03302371488765536,0.1599029768256168,0.0006784407578809339,0.16058141758349773,0.2056509114479823
1,0.35353535353535354,3.5353535353535355,0.8,1.7,0.5,1.25,1.0492269578229199,6.004044673407728,0.16061843374166407,0.03298999573966481,0.15987974462415733,0.0006569901011104926,0.16053673472526783,0.20549811104680651
1,0.35353535353535354,3.5858585858585856,0.8,1.7,0.5,1.25,1.0492841706066565,6.06772429360975,0.1605726635146748,0.03295733723893359,0.1598570897898494,0.0006364312708597254,0.1604935210607091,0.20534995444748813
1,0.35353535353535354,3.6363636363636362,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.447808946608946,2.9714285714285715,-0.33034857142857144,2.64108,-3.198619105293647
1,0.35353535353535354,3.686868686868687,0.8,1.7,0.5,1.25,1.2499999999934022,1.7119430252749166,5.278222303672919e-12,9.923865138970535e-23,4.401044154138379e-12,7.801622461960203e-13,5.181206400334399e-12,1.915358002014751e-11
1,0.35353535353535354,3.7373737373737375,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.414440404040404,2.9714285714285715,-0.33034857142857144,2.64108,-3.185984674466659
1,0.35353535353535354,3.7878787878787876,0.8,1.7,0.5,1.25,1.2499999999987907,1.7307602213191258,9.673373213558989e-13,2.5308677323407425e-24,8.109252980997027e-13,1.3911285348406091e-13,9.500381515837635e-13,2.663964313561148e-12
1,0.35353535353535354,3.8383838383838382,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.381071861471861,2.9714285714285715,-0.33034857142857144,2.64108,-3.1733502436396703
1,0.35353535353535354,3.888888888888889,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.36438759018759,2.9714285714285715,-0.33034857142857144,2.64108,-3.1670330282261765
1,0.35353535353535354,3.9393939393939394,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.347703318903319,2.9714285714285715,-0.33034857142857144,2.64108,-3.160715812812682
1,0.35353535353535354,3.9898989898989896,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.331019047619048,2.9714285714285715,-0.33034857142857144,2.64108,-3.154398597399188
1,0.35353535353535354,4.040404040404041,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.314334776334777,2.9714285714285715,-0.33034857142857144,2.64108,-3.1480813819856936
1,0.35353535353535354,4.090909090909091,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.297650505050505,2.9714285714285715,-0.33034857142857144,2.64108,-3.1417641665722
1,0.35353535353535354,4.141414141414141,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.280966233766234,2.9714285714285715,-0.33034857142857144,2.64108,-3.1354469511587055
1,0.35353535353535354,4.191919191919192,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.264281962481963,2.9714285714285715,-0.33034857142857144,2.64108,-3.1291297357452112
1,0.35353535353535354,4.242424242424242,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.247597691197692,2.9714285714285715,-0.33034857142857144,2.64108,-3.122812520331717
1,0.35353535353535354,4.292929292929293,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.230913419913419,2.9714285714285715,-0.33034857142857144,2.64108,-3.1164953049182222
1,0.35353535353535354,4.343434343434343,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.214229148629148,2.9714285714285715,-0.33034857142857144,2.64108,-3.110178089504728
1,0.35353535353535354,4.393939393939394,0.8,1.7,0.5,1.25,1.2499999999999845,1.8377601288444911,1.2434497875801753e-14,6.784203784900702e-29,1.070910944432547e-14,1.5345604709550062e-15,1.2243669915280476e-14,5.5409887981656605e-15
1,0.35353535353535354,4.444444444444445,0.8,1.7,0.5,1.25,1.249999999999998,1.8462585078532459,1.5543122344752192e-15,7.888609052210118e-31,1.341196767861951e-15,1.8954489600584065e-16,1.5307416638677917e-15,5.153455503574409e-16
1,0.35353535353535354,4.494949494949495,0.8,1.7,0.5,1.25,1.2499999999975073,1.8546975048828294,1.9940715745292437e-12,4.700348817668877e-25,1.7238714128081086e-12,2.4031602383477753e-13,1.9641874366428863e-12,2.3930245810463653e-13
1,0.35353535353535354,4.545454545454545,0.8,1.7,0.5,1.25,1.2499999999997515,1.8630780844989332,1.9872992140790302e-13,-3.407879110554771e-28,1.7211498081745945e-13,2.367132816114052e-14,1.9578630897859995e-13,-1.7406115516112328e-15
1,0.35353535353535354,4.595959595959596,0.8,1.7,0.5,1.25,1.2499999999999787,1.871401187405236,1.6986412276764895e-14,-2.8398992587956425e-29,1.473772192826831e-14,1.9999851959528628e-15,1.6737707124221172e-14,-1.696707462807745e-15
1,0.35353535353535354,4.646464646464646,0.8,1.7,0.5,1.25,1.2499999999999984,1.8796677311867145,1.2212453270876722e-15,4.930380657631324e-32,1.0614205094346507e-15,1.4214819282059725e-16,1.203568702255248e-15,4.0964679859095477e-17
1,0.35353535353535354,4.696969696969697,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.09743924963925,2.9714285714285715,-0.33034857142857144,2.64108,-3.065957581610269
1,0.35353535353535354,4.747474747474747,0.8,1.7,0.5,1.25,1.2499999997601225,1.8960347008007636,1.9190193878415585e-10,-3.433549174525191e-20,1.6734994676571536e-10,2.1836541701200972e-11,1.8918648846691632e-10,-1.8149019004206674e-10
1,0.35353535353535354,4.797979797979798,0.8,1.7,0.5,1.25,1.249999999943007,1.9041368526733982,4.5594417130701004e-11,-1.8268930063087173e-21,3.98258195176377e-11,5.130590717058497e-12,4.4956410234696195e-11,-4.06369858440959e-11
1,0.35353535353535354,4.848484848484849,0.8,1.7,0.5,1.25,1.249999999989947,1.9121858993559542,8.042455590384634e-12,-5.357771612128136e-23,7.036119855457373e-12,8.950350026443057e-13,7.93115485810168e-12,-6.755348632053463e-12
1,0.35353535353535354,4.898989898989899,0.8,1.7,0.5,1.25,1.2499999999985523,1.920182653544553,1.1581846592889633e-12,-1.0464965659789525e-24,1.0148433450754241e-12,1.2748776486152168e-13,1.1423311099369458e-12,-9.1610615948008e-13
1,0.35353535353535354,4.94949494949495,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.014017893217893,2.9714285714285715,-0.33034857142857144,2.64108,-3.034371504542798
1,0.35353535353535354,5.0,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-7.997333621933622,2.9714285714285715,-0.33034857142857144,2.64108,-3.028054289129304
1,0.40404040404040403,0.0,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-9.799148629148629,2.9714285714285715,-0.33034857142857144,2.64108,-3.710280880983775
1,0.40404040404040403,0.050505050505050504,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-9.782464357864358,2.9714285714285715,-0.33034857142857144,2.64108,-3.703963665570281
1,0.40404040404040403,0.10101010101010101,0.8,1.7,0.5,1.25,1.031846826961057,1.7208776078586903,0.1745225384311544,0.04257471786373035,0.14589464450159648,0.025461648860948805,0.1713562933625453,0.24845727593823083
1,0.40404040404040403,0.15151515151515152,0.8,1.7,0.5,1.25,1.0349475777437094,1.7755819874428913,0.1720419378050324,0.041347173052076636,0.14596653088304587,0.023191466916414816,0.1691579977994607,0.2444293121812326
1,0.40404040404040403,0.20202020202020202,0.8,1.7,0.5,1.25,1.0377699403394636,1.830772476310804,0.16978404772842914,0.04022812200565357,0.14599227737011025,0.021160400556688826,0.16715267792679908,0.24066693100346626
1,0.40404040404040403,0.25252525252525254,0.8,1.7,0.5,1.25,1.040342988782545,1.8864182198146897,0.16772560897396394,0.03920619984972101,0.14597965842866661,0.019340848414987427,0.16532050684365404,0.23715267148798955
1,0.40404040404040403,0.30303030303030304,0.8,1.7,0.5,1.25,1.0426925161305167,1.942489572457233,0.16584598709558662,0.03827135110627812,0.14593537989551006,0.017708494043748087,0.16364387393925814,0.2338697452278831
1,0.40404040404040403,0.35353535353535354,0.8,1.7,0.5,1.25,1.0448414099844654,1.9989582569734914,0.1641268720124276,0.03741467342866848,0.1458652008182075,0.01624193036013934,0.16210713117834685,0.2308021439692597
1,0.40404040404040403,0.40404040404040403,0.8,1.7,0.5,1.25,1.0468099875637122,2.055797462860243,0.16255200994903019,0.03662827938193758,0.14577404690785226,0.014922320328823653,0.1606963672366759,0.2279347069992623
1,0.40404040404040403,0.45454545454545453,0.8,1.7,0.5,1.25,1.04861629400928,2.112981900532576,0.1611069647925759,0.035905174482804725,0.1456661147307572,0.013733092044981554,0.15939920677573874,0.22525315658138928
1,0.40404040404040403,0.5050505050505051,0.8,1.7,0.5,1.25,1.050276367262107,2.170487810539763,0.15977890619031443,0.0352391498089853,0.14554496603575595,0.012659666373464306,0.15820463240922025,0.22274410851531767
1,0.40404040404040403,0.5555555555555556,0.8,1.7,0.5,1.25,1.0518044727676896,2.228292953277476,0.15855642178584828,0.03462468759826866,0.14541361257858276,0.011689214508941951,0.1571028270875247,0.2203950637946104
1,0.40404040404040403,0.6060606060606061,0.8,1.7,0.5,1.25,1.053213310990225,2.286376567426832,0.15742935120781987,0.03405687837805087,0.14527459139815024,0.010810443374720152,0.1560850347728704,0.2181943863331246
1,0.40404040404040403,0.6565656565656566,0.8,1.7,0.5,1.25,1.054514200600621,2.3447193194520377,0.15638863951950321,0.033531348290904484,0.1451300313791994,0.010013406079986234,0.15514343745918563,0.21613127077789382
1,0.40404040404040403,0.7070707070707071,0.8,1.7,0.5,1.25,1.0557172399516566,2.4033032391098286,0.15542620803867468,0.033044195406883345,0.14498171157631695,0.009289335153620964,0.1542710467299379,0.21419570364832932
1,0.40404040404040403,0.7575757575757576,0.8,1.7,0.5,1.25,1.0568314492640043,2.462111648572757,0.15453484058879652,0.03259193393514619,0.144831112089932,0.008630496126890114,0.15346160821682212,0.21237842033492738
1,0.40404040404040403,0.8080808080808081,0.8,1.7,0.5,1.25,1.0578648957435566,2.52112907197919,0.15370808340515474,0.03217144536358641,0.14467945805500976,0.00803005938641895,0.15270951744142872,0.21067085996081203
1,0.40404040404040403,0.8585858585858586,0.8,1.7,0.5,1.25,1.058824803508383,2.5803412356922166,0.15294015719329357,0.03177993566377351,0.14452775865341677,0.007481987261366433,0.1520097459147832,0.2090651192956363
1,0.40404040404040403,0.9090909090909091,0.8,1.7,0.5,1.25,1.0597176504616057,2.63973484332243,0.15222587963071543,0.031414897798633275,0.14437683836541818,0.006980937301355379,0.15135777566677355,0.20755390768820312
1,0.40404040404040403,0.9595959595959596,0.8,1.7,0.5,1.25,1.0605492531437388,2.6992976525161336,0.15156059748500894,0.03107407886147632,0.14422736685607193,0.0065221753213765684,0.1507495421774485,0.20613050237259609
1,0.40404040404040403,1.0101010101010102,0.8,1.7,0.5,1.25,1.061324841584176,2.759018313152109,0.1509401267326591,0.030755451257205926,0.14407988221604984,0.00610150147307229,0.15018138368912212,0.2047887061745962
1,0.40404040404040403,1.0606060606060606,0.8,1.7,0.5,1.25,1.0620491249695434,2.8188863508596005,0.1503607000243652,0.030457187410064354,0.143934812124461,0.0057151846981748,0.1496499968226358,0.20352280692770086
1,0.40404040404040403,1.1111111111111112,0.8,1.7,0.5,1.25,1.0627263495471517,2.878892063011144,0.14981892036227862,0.030177637547594297,0.14379249113646178,0.005359906153441489,0.14915239728990326,0.20232753945576137
1,0.40404040404040403,1.1616161616161615,0.8,1.7,0.5,1.25,1.06336034952238,2.9390264789411455,0.14931172038209595,0.029915310168187784,0.1436531758860376,0.005032709474794303,0.1486858853608319,0.20119804980539416
1,0.40404040404040403,1.2121212121212122,0.8,1.7,0.5,1.25,1.0639545919406848,2.999281298724658,0.14883632644745215,0.029668854850329107,0.14351705781243793,0.004730957523981641,0.14824801533641957,0.20012986199512692
1,0.40404040404040403,1.2626262626262625,0.8,1.7,0.5,1.25,1.0645122162572953,3.0596488416784395,0.1483902269941637,0.02943704710608113,0.143384274007059,0.00445229458673092,0.1478365685937899,0.19911884715726336
1,0.40404040404040403,1.3131313131313131,0.8,1.7,0.5,1.25,1.0650360692675012,3.1201219964861218,0.14797114458599903,0.02921877502018396,0.14325491639570906,0.004194613352443892,0.14744952974815295,0.19816119502103718
1,0.40404040404040403,1.3636363636363635,0.8,1.7,0.5,1.25,1.0655287359713137,3.180694173828378,0.14757701122294897,0.029013027449956184,0.14312903950890832,0.003956026042467748,0.14708506555137607,0.19725338763113295
1,0.40404040404040403,1.4141414141414141,0.8,1.7,0.5,1.25,1.0659925668646553,3.241359268034312,0.1472059465082758,0.028818883590603733,0.14300666708309728,0.003734839120753771,0.14674150620385104,0.19639217516664292
1,0.40404040404040403,1.4646464646464645,0.8,1.7,0.5,1.25,1.066429702112268,3.3021116169940727,0.14685623831018557,0.028635503736085442,0.1428877976097993,0.003529531158923543,0.14641732876872285,0.19557455375597904
1,0.40404040404040403,1.5151515151515151,0.8,1.7,0.5,1.25,1.066842092975499,3.362945965877763,0.14652632561960077,0.028462121087844263,0.1427724090221559,0.0033387334217674586,0.14611114244392337,0.19479774513958006
1,0.40404040404040403,1.5656565656565655,0.8,1.7,0.5,1.25,1.0672315208284477,3.4238574378003466,0.1462147833372418,0.02829803448292273,0.14266046265805962,0.0031612128120646374,0.14582167547012426,0.19405917804531325
1,0.40404040404040403,1.6161616161616161,0.8,1.7,0.5,1.25,1.0675996140595507,3.4848414986612575,0.1459203087523594,0.02814260192962731,0.14255190656519193,0.0029958569052667603,0.1455477634704587,0.1933564711582759
1,0.40404040404040403,1.6666666666666667,0.8,1.7,0.5,1.25,1.067947863106918,3.545893934777868,0.14564170951446564,0.027995234853326396,0.14244667830992602,0.0028416607533175387,0.14528833906324357,0.19268741754381374
1,0.40404040404040403,1.7171717171717171,0.8,1.7,0.5,1.25,1.0682776338531268,3.6070108256190174,0.14537789291749847,0.02785539296746048,0.14234470731066998,0.0026977152787132554,0.14504242258938324,0.1920499704167202
1,0.40404040404040403,1.7676767676767677,0.8,1.7,0.5,1.25,1.0685901795788872,3.6681885185466943,0.14512785633689018,0.027722579695668412,0.14224591678641407,0.002563197036193449,0.14480911382260753,0.19144223014601708
1,0.40404040404040403,1.8181818181818181,0.8,1.7,0.5,1.25,1.0688866516225908,3.7294236147268447,0.1448906787019273,0.027596338080317983,0.14215022541647693,0.0024373591520795647,0.1445875845685565,0.19086243236350023
1,0.40404040404040403,1.8686868686868687,0.8,1.7,0.5,1.25,1.069168108935325,3.790712941312992,0.1446655128517399,0.027476247120868214,0.14205754866962655,0.0023195233435716056,0.14437707201319816,0.19030893713065802
1,0.40404040404040403,1.9191919191919191,0.8,1.7,0.5,1.25,1.0694355266169304,3.8520535396178657,0.14445157870645564,0.027361918492551884,0.14196779995176492,0.00220907282442193,0.14417687277618685,0.18978021901631334
1,0.40404040404040403,1.9696969696969697,0.8,1.7,0.5,1.25,1.0696898035792808,3.9134426461595946,0.14424815713657535,0.027252993602001414,0.14188089152837968,0.0021054460319292435,0.14398633756030893,0.1892748580439894
1,0.40404040404040403,2.0202020202020203,0.8,1.7,0.5,1.25,1.069931769420615,3.974877678773235,0.14405458446350794,0.027149140941770525,0.14179673529333336,0.002008131051953265,0.14380486634528664,0.18879153141162366
1,0.40404040404040403,2.0707070707070705,0.8,1.7,0.5,1.25,1.0701621906051573,4.036356222796909,0.14387024751587418,0.027050053710341186,0.14171524339412783,0.0019166606658812132,0.14363190406000906,0.18832900592224788
1,0.40404040404040403,2.121212121212121,0.8,1.7,0.5,1.25,1.0703817760237821,4.097876018465417,0.14369457918097428,0.026955447668241216,0.14163632873959012,0.0018306079425670814,0.1434669366821572,0.18788613106000493
1,0.40404040404040403,2.1717171717171717,0.8,1.7,0.5,1.25,1.0705911820033691,4.159434949848554,0.14352705439730462,0.026865059204417507,0.14155990540947624,0.0017495823097745647,0.1433094877192508,0.187461832653029
1,0.40404040404040403,2.2222222222222223,0.8,1.7,0.5,1.25,1.0707910168267405,4.221031033541226,0.14336718653860758,0.02677864359007746,0.1414858889777414,0.001673226050634397,0.14315911502837578,0.1870551070727814
1,0.40404040404040403,2.2727272727272725,0.8,1.7,0.5,1.25,1.070981844815143,4.282662407776595,0.1432145241478856,0.02669597339989217,0.14141419676524078,0.001601211174124292,0.14301540793936507,0.1866650159205964
1,0.40404040404040403,2.323232323232323,0.8,1.7,0.5,1.25,1.071164190009529,4.344327332310711,0.14306864799237673,0.026616837082799057,0.141344748053899,0.001533236605282112,0.1428779846591811,0.1862906811451074
1,0.40404040404040403,2.3737373737373737,0.8,1.7,0.5,1.25,1.0713385395293435,4.406024162533406,0.14292916837652514,0.026541037666691032,0.141277464197288,0.0014690256970135112,0.14274648989430153,0.18593128059641736
1,0.40404040404040403,2.4242424242424243,0.8,1.7,0.5,1.25,1.071505346581442,4.46775136014099,0.14279572273484642,0.026468391583078087,0.14121226876389312,0.00140832396176587,0.142620592725659,0.18558604390315464
1,0.40404040404040403,2.474747474747475,0.8,1.7,0.5,1.25,1.0716650332176014,4.5295074758056355,0.14266797342591886,0.026398727599382957,0.1411490875879288,0.0013508970643083653,0.14249998465223715,0.185254248720149
1,0.40404040404040403,2.525252525252525,0.8,1.7,0.5,1.25,1.0718179928266949,4.591291145768967,0.14254560573864405,0.02633188584791709,0.14108784881891462,0.0012965290044073755,0.142384377823322,0.18493521726513476
1,0.40404040404040403,2.5757575757575757,0.8,1.7,0.5,1.25,1.0719645924030172,4.653101086025825,0.14242832607758615,0.026267716941801307,0.14102848294241235,0.0012450204844235682,0.14227350342683592,0.18462831313709419
1,0.40404040404040403,2.6262626262626263,0.8,1.7,0.5,1.25,1.0721051746123875,4.714936087222533,0.14231586031008991,0.02620608116916664,0.14097092278083506,0.001196187438519283,0.14216711021935435,0.18433293839012702
1,0.40404040404040403,2.676767676767677,0.8,1.7,0.5,1.25,1.0722400596745134,4.776795008166224,0.14220795226038918,0.0261468477579159,0.1409151034775238,0.001149859707480452,0.14206496318500425,0.18404853083913547
1,0.40404040404040403,2.727272727272727,0.8,1.7,0.5,1.25,1.0723695470792962,4.8386767724889665,0.14210436233656298,0.026089894204159914,0.14086096247140178,0.0011058798400743735,0.14196684231147616,0.1837745615762765
1,0.40404040404040403,2.7777777777777777,0.8,1.7,0.5,1.25,1.0724939171547905,4.900580364096459,0.1420048662761676,0.02603510565817868,0.14080843945948096,0.0010641020107611027,0.14187254147024206,0.1835105326821792
1,0.40404040404040403,2.8282828282828283,0.8,1.7,0.5,1.25,1.0726134325009538,4.962504821929428,0.14190925399923693,0.025982374362409022,0.1407574763503876,0.0010243910408865892,0.14178186739127419,0.1832559751149679
1,0.40404040404040403,2.878787878787879,0.8,1.7,0.5,1.25,1.072728339299312,5.024449239545041,0.1418173285605503,0.025931599136536924,0.14070801721672282,0.0009866215092001471,0.14169463872592297,0.18301044675865177
1,0.40404040404040403,2.929292929292929,0.8,1.7,0.5,1.25,1.0728388685157688,5.086412758111599,0.1417289051873849,0.025882684905283955,0.14066000823505348,0.000950676949403569,0.14161068518445705,0.18277353062426108
1,0.40404040404040403,2.9797979797979797,0.8,1.7,0.5,1.25,1.0729452370006431,5.14839456524695,0.14164381039948548,0.025835542264930924,0.14061339762871383,0.0009164491183243172,0.14152984674703814,0.1825448331835461
1,0.40404040404040403,3.0303030303030303,0.8,1.7,0.5,1.25,1.073047648499491,5.210393891118881,0.14156188120040714,0.025790087085025032,0.14056813560496226,0.000883837332588671,0.14145197293755093,0.1823239828292179
1,0.40404040404040403,3.080808080808081,0.8,1.7,0.5,1.25,1.0731462945797887,5.272410008538923,0.14148296433616903,0.025746240142075244,0.14052417429421538,0.0008527478633135872,0.14137692215752895,0.1821106284474601
1,0.40404040404040403,3.131313131313131,0.8,1.7,0.5,1.25,1.073241355486762,5.334442224575782,0.14140691561059038,0.025703926782360033,0.1404814676803397,0.0008230933891649418,0.14130456106950465,0.181904438100316
1,0.40404040404040403,3.1818181818181817,0.8,1.7,0.5,1.25,1.0733330009254307,5.396489884609898,0.14133359925965538,0.025663076611256525,0.1404399715421171,0.0007947924919785497,0.14123476403409566,0.18170509779774313
1,0.40404040404040403,3.2323232323232323,0.8,1.7,0.5,1.25,1.0734213907852619,5.45855236637542,0.1412628873717905,0.025623623206753345,0.14039964338551925,0.0007677692013896415,0.14116741258690887,0.18151231036396814
1,0.40404040404040403,3.282828282828283,0.8,1.7,0.5,1.25,1.0735066758058867,5.520629079388145,0.14119465935529063,0.025585503855037606,0.14036044238137274,0.0007419525766025718,0.1411023949579753,0.18132579438256713
1,0.40404040404040403,3.3333333333333335,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.697986724386723,2.9714285714285715,-0.33034857142857144,2.64108,-3.293344663693157
1,0.40404040404040403,3.3838383838383836,0.8,1.7,0.5,1.25,1.249999999999536,1.7081817418468186,3.7125857943465235e-13,2.7025743524147688e-25,3.092195830400009e-13,5.517748339340299e-14,3.643970664334039e-13,7.416564515369618e-13
1,0.40404040404040403,3.4343434343434343,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.66461818181818,2.9714285714285715,-0.33034857142857144,2.64108,-3.2807102328661686
1,0.40404040404040403,3.484848484848485,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.64793391053391,2.9714285714285715,-0.33034857142857144,2.64108,-3.2743930174526743
1,0.40404040404040403,3.5353535353535355,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.631249639249639,2.9714285714285715,-0.33034857142857144,2.64108,-3.2680758020391805
1,0.40404040404040403,3.5858585858585856,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.614565367965367,2.9714285714285715,-0.33034857142857144,2.64108,-3.261758586625686
1,0.40404040404040403,3.6363636363636362,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.597881096681096,2.9714285714285715,-0.33034857142857144,2.64108,-3.255441371212192
1,0.40404040404040403,3.686868686868687,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.581196825396825,2.9714285714285715,-0.33034857142857144,2.64108,-3.2491241557986976
1,0.40404040404040403,3.7373737373737375,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.564512554112554,2.9714285714285715,-0.33034857142857144,2.64108,-3.242806940385204
1,0.40404040404040403,3.7878787878787876,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.547828282828283,2.9714285714285715,-0.33034857142857144,2.64108,-3.2364897249717095
1,0.40404040404040403,3.8383838383838382,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.531144011544011,2.9714285714285715,-0.33034857142857144,2.64108,-3.230172509558215
1,0.40404040404040403,3.888888888888889,0.8,1.7,0.5,1.25,1.2499999999998184,1.808887068305327,1.4521717162097048e-13,2.7900432495856746e-26,1.242284203526386e-13,1.8667395378054372e-14,1.4289581573069296e-13,1.9525017127470681e-13
1,0.40404040404040403,3.9393939393939394,0.8,1.7,0.5,1.25,1.2499999999999951,1.8185178495380447,3.885780586188048e-15,-3.1160005756229966e-29,3.3317653564844845e-15,4.927411452983491e-16,3.824506501782834e-15,-8.147457911682044e-15
1,0.40404040404040403,3.9898989898989896,0.8,1.7,0.5,1.25,1.2499999999999998,1.8280744304655663,1.1102230246251565e-16,-4.3140830754274083e-32,9.540551011914793e-17,1.3889575110191252e-17,1.0929508522933918e-16,-3.9471885367717664e-16
1,0.40404040404040403,4.040404040404041,0.8,1.7,0.5,1.25,-2.0,-2.0,2.6,-8.464406926406927,2.9714285714285715,-0.33034857142857144,2.64108,-3.2049036479042385
1,0.40404040404040403,4.090909090909091,0.8,1.7,0.5,1.25,1.2499999999954985,1.846970205612107,3.6011194026741578e-12,2.3185694855276638e-24,3.107853721613666e-12,4.387104967352013e-13,3.5465642183488675e-12,6.537508819189219e-13
1,0.40404040404040403,4.141414141414141,0.8,1.7,0.5,1.25,1.2499999999996194,1.8563119205565966,3.044231533522179e-13,3.559340404357205e-27,2.632662798586168e-13,3.660492328520884e-14,2.9987120314382563e-13,1.1869563889567809e-14
1,0.40404040404040403,4.191919191919192,0.8,1.7,0.5,1.25,1.2499999999999734,1.8655844790815874,2.1316282072803006e-14,-3.392101892450351e-29,1.847145230854793e-14,2.5301915923284657e-15,2.1001643900876396e-14,-1.615160179108074e-15
