case,alpha,a,b,c,r,f,p,rho_E,rho_P
1,0.1,0.0,0.0,1.0,0.006135201675205182,1.0,4.024845673131663,0.006135201675205182,0.012422836565829347
1,0.1,0.0,1.1111111111111112,1.0,0.006135201675205182,1.0,4.024845673131663,0.006135201675205182,0.012422836565829347
1,0.1,0.0,2.2222222222222223,1.0,0.006135201675205182,1.0,4.024845673131663,0.006135201675205182,0.012422836565829347
1,0.1,0.0,3.3333333333333335,1.0,0.006135201675205182,1.0,4.024845673131663,0.006135201675205182,0.012422836565829347
1,0.1,0.0,4.444444444444445,1.0,0.006135201675205182,1.0,4.024845673131663,0.006135201675205182,0.012422836565829347
1,0.1,0.0,5.555555555555555,1.0,0.006135201675205182,1.0,4.024845673131663,0.006135201675205182,0.012422836565829347
1,0.1,0.0,6.666666666666667,1.0,0.006135201675205182,1.0,4.024845673131663,0.006135201675205182,0.012422836565829347
1,0.1,0.0,7.777777777777779,1.0,0.006135201675205182,1.0,4.024845673131663,0.006135201675205182,0.012422836565829347
1,0.1,0.0,8.88888888888889,1.0,0.006135201675205182,1.0,4.024845673131663,0.006135201675205182,0.012422836565829347
1,0.1,0.0,10.0,1.0,0.006135201675205182,1.0,4.024845673131663,0.006135201675205182,0.012422836565829347
1,0.1,1.1111111111111112,1.1111111111111112,1.0,0.004059687754919677,1.4700437926109187,4.953022945115413,0.005967918784058228,0.010080120061143335
1,0.1,1.1111111111111112,2.2222222222222223,1.0,0.005308553975354184,1.1539808356492502,4.3286858937719295,0.006125969552568371,0.011544539181520002
1,0.1,1.1111111111111112,3.3333333333333335,1.0,0.005702890730544115,1.0763537618724799,4.175519951564193,0.006138327891368854,0.011971315405064482
1,0.1,1.1111111111111112,4.444444444444445,1.0,0.00587138752427704,1.045588537524407,4.1148206813005785,0.006139055494747878,0.01214926379380045
1,0.1,1.1111111111111112,5.555555555555555,1.0,0.005957947743625866,1.0302942182325585,4.084642330557556,0.006138439112789447,0.012239698700448774
1,0.1,1.1111111111111112,6.666666666666667,1.0,0.006008077179223466,1.0215890637471383,4.067463610309489,0.006137785940443448,0.012291772174755416
1,0.1,1.1111111111111112,7.777777777777779,1.0,0.0060396410663360834,1.0161640182680842,4.056756749557739,0.006137265934865011,0.01232444765956391
1,0.1,1.1111111111111112,8.88888888888889,1.0,0.006060776910279043,1.0125552778360853,4.0496339186249015,0.006136871648290127,0.012346279190515471
1,0.1,1.1111111111111112,10.0,1.0,0.006075613219385606,1.0100335442770865,4.044656218968164,0.006136573153632763,0.012361580418814811
1,0.1,2.2222222222222223,2.2222222222222223,1.0,0.004635314131928276,1.3082632781128996,4.633951975449225,0.006064211261319536,0.010780297685228934
1,0.1,2.2222222222222223,3.3333333333333335,1.0,0.005313733367454888,1.1527850986220276,4.326564490872429,0.006125592644052642,0.011550884090086767
1,0.1,2.2222222222222223,4.444444444444445,1.0,0.005623844923303792,1.091204851702695,4.204929148076371,0.006136766865532669,0.011887257653424974
1,0.1,2.2222222222222223,5.555555555555555,1.0,0.005788087839786901,1.0606006405616024,4.144497905589319,0.006138849670504809,0.01206178041907211
1,0.1,2.2222222222222223,6.666666666666667,1.0,0.005884770739495792,1.0431842818324757,4.110111365120599,0.006138900337629685,0.012163392020405332
1,0.1,2.2222222222222223,7.777777777777779,1.0,0.0059462433359728705,1.0323314621920878,4.088684469224006,0.0061384940775748315,0.012227575364471317
1,0.1,2.2222222222222223,8.88888888888889,1.0,0.005987666324229514,1.0251126091231106,4.074432162636622,0.006138032248189503,0.012270641678157916
1,0.1,2.2222222222222223,10.0,1.0,0.0060168682481131055,1.0200683924208043,4.06447312490352,0.006137617121260516,0.012300913921167419
1,0.1,3.3333333333333335,3.3333333333333335,1.0,0.004962324688594405,1.229282746288244,4.477928696422675,0.006100100121169286,0.011158511314259913
1,0.1,3.3333333333333335,4.444444444444445,1.0,0.005391301493765178,1.1368464221813372,4.295159707853315,0.006129081814087842,0.011636117641056562
1,0.1,3.3333333333333335,5.555555555555555,1.0,0.005625228714129271,1.09091851354923,4.20440899028319,0.006136666147192351,0.011888867316762631
1,0.1,3.3333333333333335,6.666666666666667,1.0,0.0057651356529804755,1.0647853797211815,4.152787692877105,0.006138632155402937,0.01203761657908092
1,0.1,3.3333333333333335,7.777777777777779,1.0,0.005854945715905892,1.0485022163489595,4.120628307852756,0.006138923559730173,0.012132185782266974
1,0.1,3.3333333333333335,8.88888888888889,1.0,0.005915840116825473,1.0376719397990297,4.099240159236229,0.006138701289567208,0.012195907976119042
1,0.1,3.3333333333333335,10.0,1.0,0.005958951411359784,1.0301045168825012,4.084296265462916,0.006138342764725069,0.012240828819406885
1,0.1,4.444444444444445,4.444444444444445,1.0,0.005172602284400086,1.1825109868122707,4.385502117252604,0.0061166590317133515,0.011395196953828795
1,0.1,4.444444444444445,5.555555555555555,1.0,0.0054690019094214065,1.1212471365344205,4.264372406540359,0.006132102730640031,0.011720756193791747
1,0.1,4.444444444444445,6.666666666666667,1.0,0.005649031916726282,1.086392096815619,4.195491409688512,0.006137063628990622,0.011914369333964444
1,0.1,4.444444444444445,7.777777777777779,1.0,0.00576568760707051,1.0646761697503941,4.15258776053792,0.0061385901974731465,0.012038245983662514
1,0.1,4.444444444444445,8.88888888888889,1.0,0.005845269293572293,1.0502332174271005,4.124057669600644,0.006138895976916265,0.012122062390549394
1,0.1,4.444444444444445,10.0,1.0,0.005901847692501606,1.0401418907788675,4.104125518083817,0.006138759017967517,0.012181317008170814
1,0.1,5.555555555555555,5.555555555555555,1.0,0.005319062003444258,1.1515858575183502,4.3243851886769145,0.00612535657842963,0.011557254363474616
1,0.1,5.555555555555555,6.666666666666667,1.0,0.005536325883263022,1.1080041856660938,4.2382213891145355,0.006134272251866962,0.011793576640423778
1,0.1,5.555555555555555,7.777777777777779,1.0,0.005678410495026218,1.0808532156524748,4.184562340936956,0.006137528243343849,0.011945723975497822
1,0.1,5.555555555555555,8.88888888888889,1.0,0.005775925641125765,1.0627963911412355,4.1488844617821,0.00613863292688859,0.012049089576861146
1,0.1,5.555555555555555,10.0,1.0,0.00584554240013996,1.0501804878739494,4.123960763039506,0.00613887456966684,0.012122370527054172
1,0.1,6.666666666666667,6.666666666666667,1.0,0.005426889934970016,1.1296214112299925,4.280976559018063,0.006130331066930672,0.01167516759807701
1,0.1,6.666666666666667,7.777777777777779,1.0,0.005593057868962029,1.0970332513741705,4.216551580499372,0.006135770459111304,0.011854588669122961
1,0.1,6.666666666666667,8.88888888888889,1.0,0.005707781703509353,1.075361411593346,4.173720310484205,0.0061379281897524915,0.011976974530485275
1,0.1,6.666666666666667,10.0,1.0,0.0057900211601381955,1.0602202825616889,4.143801883364768,0.006138697870439875,0.012063981557524441
1,0.1,7.777777777777779,7.777777777777779,1.0,0.005509575144081195,1.1132161781242582,4.248555027730191,0.0061333481849824775,0.011764809849979782
1,0.1,7.777777777777779,8.88888888888889,1.0,0.005640810759108758,1.0879282309026022,4.19856499684593,0.006136797270013555,0.01190570257790364
1,0.1,7.777777777777779,10.0,1.0,0.00573526990786737,1.070261249848976,4.163648764783732,0.006138237139815353,0.012006142419910559
1,0.1,8.88888888888889,8.88888888888889,1.0,0.0055749867984182175,1.1004968026065365,4.223418308233272,0.0061352551462329,0.011835259367947179
1,0.1,8.88888888888889,10.0,1.0,0.005681274880655786,1.0803033653391987,4.183501295639748,0.0061375003729895,0.011948845570463749
1,0.1,10.0,10.0,1.0,0.0056280226104369465,1.0903466052162667,4.203359366827265,0.006136495347370316,0.011892083598488513
