case,gamma,c,eps,m,f_s,e_s,pmax,pn,ps,K,rn,rs,Pn,Ps,Pdiff
1,1.0,0.01,0.17721518987341772,1.25,0.34,0.9684,1.0,0.505,0.5323747302105816,0.0,0.495,0.46762526978941843,0.245025,0.2372606313460046,-0.007764368653995379
1,1.0,0.01,0.18987341772151897,1.25,0.34,0.9684,1.0,0.505,0.5343580470162749,0.0,0.495,0.4656419529837251,0.245025,0.23525233479066995,-0.00977266520933004
1,1.0,0.01,0.20253164556962025,1.25,0.34,0.9684,1.0,0.505,0.5363413638219682,0.0,0.495,0.4636586361780318,0.245025,0.23325257402918267,-0.011772425970817318
1,1.0,0.01,0.21518987341772153,1.25,0.34,0.9684,1.0,0.505,0.5383246806276615,0.0,0.495,0.4616753193723385,0.245025,0.23126134906154264,-0.013763650938457356
1,1.0,0.01,0.22784810126582278,1.25,0.34,0.9684,1.0,0.505,0.5403079974333547,0.0,0.495,0.45969200256664533,0.245025,0.22927865988774987,-0.015746340112250123
1,1.0,0.01,0.24050632911392406,1.25,0.34,0.9684,1.0,0.505,0.542291314239048,0.0,0.495,0.457708685760952,0.245025,0.2273045065078044,-0.017720493492195594
1,1.0,0.01,0.25316455696202533,1.25,0.34,0.9684,1.0,0.505,0.5442746310447413,0.0,0.495,0.4557253689552587,0.245025,0.22533888892170623,-0.019686111078293766
1,1.0,0.01,0.26582278481012656,1.25,0.34,0.9684,1.0,0.505,0.5462579478504346,0.0,0.495,0.4537420521495654,0.245025,0.22338180712945535,-0.021643192870544642
1,1.0,0.01,0.27848101265822783,1.25,0.34,0.9684,1.0,0.505,0.5482412646561279,0.0,0.495,0.4517587353438721,0.245025,0.22143326113105175,-0.023591738868948248
1,1.0,0.01,0.2911392405063291,1.25,0.34,0.9684,1.0,0.505,0.5502245814618212,0.0,0.495,0.4497754185381788,0.245025,0.21949325092649544,-0.025531749073504556
1,1.0,0.01,0.3037974683544304,1.25,0.34,0.9684,1.0,0.505,0.5522078982675145,0.0,0.495,0.4477921017324855,0.245025,0.2175617765157864,-0.027463223484213595
1,1.0,0.01,0.31645569620253167,1.25,0.34,0.9684,1.0,0.505,0.5541912150732078,0.0,0.495,0.4458087849267922,0.245025,0.21563883789892466,-0.029386162101075336
1,1.0,0.01,0.3291139240506329,1.25,0.34,0.9684,1.0,0.505,0.556174531878901,0.0,0.495,0.443825468121099,0.245025,0.2137244350759102,-0.03130056492408978
1,1.0,0.01,0.34177215189873417,1.25,0.34,0.9684,1.0,0.505,0.5581578486845943,0.0,0.495,0.4418421513154057,0.245025,0.21181856804674304,-0.033206431953256954
1,1.0,0.01,0.35443037974683544,1.25,0.34,0.9684,1.0,0.505,0.5601411654902876,0.0,0.495,0.4398588345097124,0.245025,0.20992123681142316,-0.03510376318857683
1,1.0,0.01,0.3670886075949367,1.25,0.34,0.9684,1.0,0.505,0.5621244822959809,0.0,0.495,0.4378755177040191,0.245025,0.20803244136995058,-0.03699255863004941
1,1.0,0.01,0.37974683544303794,1.25,0.34,0.9684,1.0,0.505,0.5641077991016742,0.0,0.495,0.4358922008983258,0.245025,0.20615218172232527,-0.03887281827767472
1,1.0,0.01,0.3924050632911392,1.25,0.34,0.9684,1.0,0.505,0.5660911159073675,0.0,0.495,0.4339088840926325,0.245025,0.2042804578685473,-0.040744542131452705
1,1.0,0.01,0.4050632911392405,1.25,0.34,0.9684,1.0,0.505,0.5680744327130607,0.0,0.495,0.4319255672869393,0.245025,0.20241726980861655,-0.04260773019138345
1,1.0,0.01,0.4177215189873418,1.25,0.34,0.9684,1.0,0.505,0.570057749518754,0.0,0.495,0.429942250481246,0.245025,0.2005626175425331,-0.04446238245746689
1,1.0,0.01,0.43037974683544306,1.25,0.34,0.9684,1.0,0.505,0.5720410663244473,0.0,0.495,0.4279589336755527,0.245025,0.19871650107029695,-0.04630849892970304
1,1.0,0.01,0.4430379746835443,1.25,0.34,0.9684,1.0,0.505,0.5740243831301406,0.0,0.495,0.4259756168698594,0.245025,0.1968789203919081,-0.04814607960809189
1,1.0,0.01,0.45569620253164556,1.25,0.34,0.9684,1.0,0.505,0.5760076999358339,0.0,0.495,0.4239923000641661,0.245025,0.19504987550736652,-0.04997512449263347
1,1.0,0.01,0.46835443037974683,1.25,0.34,0.9684,1.0,0.505,0.5779910167415272,0.0,0.495,0.4220089832584728,0.245025,0.19322936641667224,-0.051795633583327755
1,1.0,0.01,0.4810126582278481,1.25,0.34,0.9684,1.0,0.505,0.5799743335472205,0.0,0.495,0.4200256664527795,0.245025,0.19141739311982525,-0.05360760688017474
1,1.0,0.01,0.49367088607594933,1.25,0.34,0.9684,1.0,0.505,0.5819576503529137,0.0,0.495,0.4180423496470863,0.245025,0.18961395561682556,-0.05541104438317443
1,1.0,0.01,0.5063291139240507,1.25,0.34,0.9684,1.0,0.505,0.583940967158607,0.0,0.495,0.416059032841393,0.245025,0.1878190539076731,-0.057205946092326904
1,1.0,0.01,0.5189873417721519,1.25,0.34,0.9684,1.0,0.505,0.5859242839643003,0.0,0.495,0.4140757160356997,0.245025,0.186032687992368,-0.058992312007632
1,1.0,0.01,0.5316455696202531,1.25,0.34,0.9684,1.0,0.505,0.5879076007699936,0.0,0.495,0.4120923992300064,0.245025,0.18425485787091014,-0.06077014212908985
1,1.0,0.01,0.5443037974683544,1.25,0.34,0.9684,1.0,0.505,0.5898909175756869,0.0,0.495,0.4101090824243131,0.245025,0.18248556354329956,-0.06253943645670043
1,1.0,0.01,0.5569620253164557,1.25,0.34,0.9684,1.0,0.505,0.5918742343813802,0.0,0.495,0.4081257656186198,0.245025,0.1807248050095363,-0.06430019499046369
1,1.0,0.01,0.569620253164557,1.25,0.34,0.9684,1.0,0.505,0.5938575511870734,0.0,0.495,0.4061424488129266,0.245025,0.17897258226962032,-0.06605241773037968
1,1.0,0.01,0.5822784810126582,1.25,0.34,0.9684,1.0,0.505,0.5958408679927668,0.0,0.495,0.4041591320072332,0.245025,0.1772288953235516,-0.0677961046764484
1,1.0,0.01,0.5949367088607594,1.25,0.34,0.9684,1.0,0.505,0.59782418479846,0.0,0.495,0.40217581520154,0.245025,0.1754937441713302,-0.06953125582866979
1,1.0,0.01,0.6075949367088608,1.25,0.34,0.9684,1.0,0.505,0.5998075016041533,0.0,0.495,0.4001924983958467,0.245025,0.17376712881295606,-0.07125787118704394
1,1.0,0.01,0.620253164556962,1.25,0.34,0.9684,1.0,0.505,0.6017908184098466,0.0,0.495,0.3982091815901534,0.245025,0.17204904924842923,-0.07297595075157076
1,1.0,0.01,0.6329113924050633,1.25,0.34,0.9684,1.0,0.505,0.6037741352155399,0.0,0.495,0.3962258647844601,0.245025,0.17033950547774968,-0.07468549452225032
1,1.0,0.01,0.6455696202531646,1.25,0.34,0.9684,1.0,0.505,0.6057574520212332,0.0,0.495,0.3942425479787668,0.245025,0.16863849750091744,-0.07638650249908255
1,1.0,0.01,0.6582278481012658,1.25,0.34,0.9684,1.0,0.505,0.6077407688269264,0.0,0.495,0.3922592311730736,0.245025,0.16694602531793246,-0.07807897468206754
1,1.0,0.01,0.6708860759493671,1.25,0.34,0.9684,1.0,0.505,0.6097240856326198,0.0,0.495,0.3902759143673802,0.245025,0.16526208892879476,-0.07976291107120523
1,1.0,0.01,0.6835443037974683,1.25,0.34,0.9684,1.0,0.505,0.611707402438313,0.0,0.495,0.388292597561687,0.245025,0.16358668833350437,-0.08143831166649562
1,1.0,0.01,0.6962025316455696,1.25,0.34,0.9684,1.0,0.505,0.6136907192440063,0.0,0.495,0.3863092807559937,0.245025,0.16191982353206127,-0.08310517646793872
1,1.0,0.01,0.7088607594936709,1.25,0.34,0.9684,1.0,0.505,0.6156740360496996,0.0,0.495,0.3843259639503004,0.245025,0.16026149452446542,-0.08476350547553457
1,1.0,0.01,0.7215189873417721,1.25,0.34,0.9684,1.0,0.505,0.6176573528553929,0.0,0.495,0.3823426471446071,0.245025,0.1586117013107169,-0.0864132986892831
1,1.0,0.01,0.7341772151898734,1.25,0.34,0.9684,1.0,0.505,0.6196406696610862,0.0,0.495,0.3803593303389138,0.245025,0.15697044389081566,-0.08805455610918433
1,1.0,0.01,0.7468354430379747,1.25,0.34,0.9684,1.0,0.505,0.6216239864667794,0.0,0.495,0.3783760135332206,0.245025,0.1553377222647617,-0.0896872777352383
1,1.0,0.01,0.7594936708860759,1.25,0.34,0.9684,1.0,0.505,0.6236073032724728,0.0,0.495,0.3763926967275272,0.245025,0.15371353643255503,-0.09131146356744496
1,1.0,0.01,0.7721518987341772,1.25,0.34,0.9684,1.0,0.505,0.625590620078166,0.0,0.495,0.374409379921834,0.245025,0.15209788639419564,-0.09292711360580436
1,1.0,0.01,0.7848101265822784,1.25,0.34,0.9684,1.0,0.505,0.6275739368838593,0.0,0.495,0.3724260631161407,0.245025,0.15049077214968354,-0.09453422785031645
1,1.0,0.01,0.7974683544303798,1.25,0.34,0.9684,1.0,0.505,0.6295572536895526,0.0,0.495,0.3704427463104474,0.245025,0.14889219369901874,-0.09613280630098126
1,1.0,0.01,0.810126582278481,1.25,0.34,0.9684,1.0,0.505,0.6315405704952459,0.0,0.495,0.3684594295047541,0.245025,0.1473021510422012,-0.09772284895779879
1,1.0,0.01,0.8227848101265822,1.25,0.34,0.9684,1.0,0.505,0.6335238873009391,0.0,0.495,0.3664761126990609,0.245025,0.14572064417923097,-0.09930435582076902
1,1.0,0.01,0.8354430379746836,1.25,0.34,0.9684,1.0,0.505,0.6355072041066325,0.0,0.495,0.36449279589336747,0.245025,0.144147673110108,-0.10087732688989198
1,1.0,0.01,0.8481012658227848,1.25,0.34,0.9684,1.0,0.505,0.6374905209123257,0.0,0.495,0.3625094790876743,0.245025,0.14258323783483237,-0.10244176216516762
1,1.0,0.01,0.8607594936708861,1.25,0.34,0.9684,1.0,0.505,0.639473837718019,0.0,0.495,0.360526162281981,0.245025,0.141027338353404,-0.10399766164659599
1,1.0,0.01,0.8734177215189873,1.25,0.34,0.9684,1.0,0.505,0.6414571545237123,0.0,0.495,0.3585428454762877,0.245025,0.13947997466582293,-0.10554502533417706
1,1.0,0.01,0.8860759493670886,1.25,0.34,0.9684,1.0,0.505,0.6434404713294056,0.0,0.495,0.3565595286705944,0.245025,0.13794114677208913,-0.10708385322791086
1,1.0,0.01,0.8987341772151899,1.25,0.34,0.9684,1.0,0.505,0.6454237881350989,0.0,0.495,0.35457621186490107,0.245025,0.13641085467220262,-0.10861414532779737
1,1.0,0.01,0.9113924050632911,1.25,0.34,0.9684,1.0,0.505,0.6474071049407922,0.0,0.495,0.35259289505920777,0.245025,0.13488909836616342,-0.11013590163383657
1,1.0,0.01,0.9240506329113924,1.25,0.34,0.9684,1.0,0.505,0.6493904217464854,0.0,0.495,0.3506095782535146,0.245025,0.13337587785397143,-0.11164912214602857
1,1.0,0.01,0.9367088607594937,1.25,0.34,0.9684,1.0,0.505,0.6513737385521787,0.0,0.495,0.3486262614478213,0.245025,0.1318711931356268,-0.11315380686437318
1,1.0,0.01,0.9493670886075949,1.25,0.34,0.9684,1.0,0.505,0.653357055357872,0.0,0.495,0.34664294464212797,0.245025,0.13037504421112944,-0.11464995578887055
1,1.0,0.01,0.9620253164556962,1.25,0.34,0.9684,1.0,0.505,0.6553403721635653,0.0,0.495,0.34465962783643467,0.245025,0.1288874310804794,-0.1161375689195206
1,1.0,0.01,0.9746835443037974,1.25,0.34,0.9684,1.0,0.505,0.6573236889692586,0.0,0.495,0.34267631103074137,0.245025,0.1274083537436766,-0.1176166462563234
1,1.0,0.01,0.9873417721518987,1.25,0.34,0.9684,1.0,0.505,0.6593070057749519,0.0,0.495,0.34069299422504806,0.245025,0.1259378122007211,-0.1190871877992789
1,1.0,0.01,1.0,1.25,0.34,0.9684,1.0,0.505,0.6612903225806451,0.0,0.495,0.33870967741935487,0.245025,0.12447580645161288,-0.12054919354838711
1,1.0,0.01,0.0,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5138179583857003,0.020202020202020204,0.48489898989898994,0.4861820416142997,0.2351270304050607,0.25646468068324973,0.02133765027818904
1,1.0,0.01,0.012658227848101266,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5158012751913936,0.020202020202020204,0.48489898989898994,0.4841987248086064,0.2351270304050607,0.25437651954031437,0.019249489135253678
1,1.0,0.01,0.02531645569620253,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5177845919970869,0.020202020202020204,0.48489898989898994,0.48221540800291307,0.2351270304050607,0.2522968941912263,0.017169863786165612
1,1.0,0.01,0.0379746835443038,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5197679088027802,0.020202020202020204,0.48489898989898994,0.48023209119721977,0.2351270304050607,0.25022580463598554,0.015098774230924844
1,1.0,0.01,0.05063291139240506,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5217512256084735,0.020202020202020204,0.48489898989898994,0.47824877439152647,0.2351270304050607,0.248163250874592,0.013036220469531318
1,1.0,0.01,0.06329113924050633,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5237345424141667,0.020202020202020204,0.48489898989898994,0.4762654575858333,0.2351270304050607,0.24610923290704578,0.010982202501985089
1,1.0,0.01,0.0759493670886076,1.25,0.34,0.9684,1.0,0.5151010101010101,0.52571785921986,0.020202020202020204,0.48489898989898994,0.47428214078013997,0.2351270304050607,0.24406375073334685,0.008936720328286157
1,1.0,0.01,0.08860759493670886,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5277011760255533,0.020202020202020204,0.48489898989898994,0.47229882397444667,0.2351270304050607,0.24202680435349522,0.006899773948434523
1,1.0,0.01,0.10126582278481013,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5296844928312466,0.020202020202020204,0.48489898989898994,0.47031550716875337,0.2351270304050607,0.23999839376749085,0.004871363362430159
1,1.0,0.01,0.11392405063291139,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5316678096369399,0.020202020202020204,0.48489898989898994,0.46833219036306006,0.2351270304050607,0.23797851897533379,0.002851488570273092
1,1.0,0.01,0.12658227848101267,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5336511264426332,0.020202020202020204,0.48489898989898994,0.46634887355736676,0.2351270304050607,0.235967179977024,0.0008401495719632945
1,1.0,0.01,0.13924050632911392,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5356344432483265,0.020202020202020204,0.48489898989898994,0.46436555675167346,0.2351270304050607,0.23396437677256152,-0.0011626536324991776
1,1.0,0.01,0.1518987341772152,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5376177600540197,0.020202020202020204,0.48489898989898994,0.46238223994598027,0.2351270304050607,0.23197010936194631,-0.00315692104311438
1,1.0,0.01,0.16455696202531644,1.25,0.34,0.9684,1.0,0.5151010101010101,0.539601076859713,0.020202020202020204,0.48489898989898994,0.46039892314028696,0.2351270304050607,0.22998437774517838,-0.005142652659882313
1,1.0,0.01,0.17721518987341772,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5415843936654063,0.020202020202020204,0.48489898989898994,0.45841560633459366,0.2351270304050607,0.22800718192225775,-0.0071198484828029485
1,1.0,0.01,0.18987341772151897,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5435677104710996,0.020202020202020204,0.48489898989898994,0.45643228952890036,0.2351270304050607,0.2260385218931844,-0.009088508511876286
1,1.0,0.01,0.20253164556962025,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5455510272767929,0.020202020202020204,0.48489898989898994,0.45444897272320706,0.2351270304050607,0.22407839765795834,-0.011048632747102355
1,1.0,0.01,0.21518987341772153,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5475343440824862,0.020202020202020204,0.48489898989898994,0.45246565591751375,0.2351270304050607,0.22212680921657957,-0.013000221188481126
1,1.0,0.01,0.22784810126582278,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5495176608881794,0.020202020202020204,0.48489898989898994,0.45048233911182056,0.2351270304050607,0.22018375656904815,-0.014943273836012544
1,1.0,0.01,0.24050632911392406,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5515009776938727,0.020202020202020204,0.48489898989898994,0.44849902230612726,0.2351270304050607,0.21824923971536392,-0.016877790689696776
1,1.0,0.01,0.25316455696202533,1.25,0.34,0.9684,1.0,0.5151010101010101,0.553484294499566,0.020202020202020204,0.48489898989898994,0.44651570550043396,0.2351270304050607,0.21632325865552704,-0.018803771749533654
1,1.0,0.01,0.26582278481012656,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5554676113052593,0.020202020202020204,0.48489898989898994,0.44453238869474065,0.2351270304050607,0.2144058133895374,-0.02072121701552329
1,1.0,0.01,0.27848101265822783,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5574509281109526,0.020202020202020204,0.48489898989898994,0.44254907188904735,0.2351270304050607,0.21249690391739506,-0.02263012648766563
1,1.0,0.01,0.2911392405063291,1.25,0.34,0.9684,1.0,0.5151010101010101,0.559434244916646,0.020202020202020204,0.48489898989898994,0.44056575508335405,0.2351270304050607,0.21059653023910005,-0.024530500165960645
1,1.0,0.01,0.3037974683544304,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5614175617223391,0.020202020202020204,0.48489898989898994,0.43858243827766086,0.2351270304050607,0.2087046923546523,-0.02642233805040839
1,1.0,0.01,0.31645569620253167,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5634008785280324,0.020202020202020204,0.48489898989898994,0.43659912147196756,0.2351270304050607,0.2068213902640518,-0.028305640141008892
1,1.0,0.01,0.3291139240506329,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5653841953337257,0.020202020202020204,0.48489898989898994,0.43461580466627425,0.2351270304050607,0.20494662396729865,-0.030180406437762042
1,1.0,0.01,0.34177215189873417,1.25,0.34,0.9684,1.0,0.5151010101010101,0.567367512139419,0.020202020202020204,0.48489898989898994,0.43263248786058095,0.2351270304050607,0.20308039346439274,-0.03204663694066795
1,1.0,0.01,0.35443037974683544,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5693508289451124,0.020202020202020204,0.48489898989898994,0.43064917105488765,0.2351270304050607,0.20122269875533413,-0.03390433164972656
1,1.0,0.01,0.3670886075949367,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5713341457508057,0.020202020202020204,0.48489898989898994,0.42866585424919434,0.2351270304050607,0.19937353984012282,-0.03575349056493787
1,1.0,0.01,0.37974683544303794,1.25,0.34,0.9684,1.0,0.5151010101010101,0.573317462556499,0.020202020202020204,0.48489898989898994,0.42668253744350104,0.2351270304050607,0.1975329167187588,-0.03759411368630189
1,1.0,0.01,0.3924050632911392,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5753007793621921,0.020202020202020204,0.48489898989898994,0.42469922063780785,0.2351270304050607,0.19570082939124206,-0.039426201013818635
1,1.0,0.01,0.4050632911392405,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5772840961678855,0.020202020202020204,0.48489898989898994,0.42271590383211455,0.2351270304050607,0.1938772778575726,-0.04124975254748808
1,1.0,0.01,0.4177215189873418,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5792674129735788,0.020202020202020204,0.48489898989898994,0.42073258702642125,0.2351270304050607,0.19206226211775043,-0.04306476828731026
1,1.0,0.01,0.43037974683544306,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5812507297792721,0.020202020202020204,0.48489898989898994,0.41874927022072794,0.2351270304050607,0.19025578217177555,-0.044871248233285144
1,1.0,0.01,0.4430379746835443,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5832340465849654,0.020202020202020204,0.48489898989898994,0.41676595341503464,0.2351270304050607,0.18845783801964797,-0.04666919238541273
1,1.0,0.01,0.45569620253164556,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5852173633906587,0.020202020202020204,0.48489898989898994,0.41478263660934134,0.2351270304050607,0.18666842966136768,-0.048458600743693014
1,1.0,0.01,0.46835443037974683,1.25,0.34,0.9684,1.0,0.5151010101010101,0.587200680196352,0.020202020202020204,0.48489898989898994,0.41279931980364803,0.2351270304050607,0.18488755709693466,-0.05023947330812603
1,1.0,0.01,0.4810126582278481,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5891839970020453,0.020202020202020204,0.48489898989898994,0.41081600299795473,0.2351270304050607,0.18311522032634892,-0.05201181007871178
1,1.0,0.01,0.49367088607594933,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5911673138077385,0.020202020202020204,0.48489898989898994,0.40883268619226154,0.2351270304050607,0.1813514193496105,-0.0537756110554502
1,1.0,0.01,0.5063291139240507,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5931506306134318,0.020202020202020204,0.48489898989898994,0.40684936938656824,0.2351270304050607,0.17959615416671934,-0.05553087623834135
1,1.0,0.01,0.5189873417721519,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5951339474191251,0.020202020202020204,0.48489898989898994,0.40486605258087494,0.2351270304050607,0.17784942477767546,-0.057277605627385236
1,1.0,0.01,0.5316455696202531,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5971172642248184,0.020202020202020204,0.48489898989898994,0.40288273577518163,0.2351270304050607,0.1761112311824789,-0.059015799222581794
1,1.0,0.01,0.5443037974683544,1.25,0.34,0.9684,1.0,0.5151010101010101,0.5991005810305117,0.020202020202020204,0.48489898989898994,0.40089941896948833,0.2351270304050607,0.1743815733811296,-0.06074545702393108
1,1.0,0.01,0.5569620253164557,1.25,0.34,0.9684,1.0,0.5151010101010101,0.601083897836205,0.020202020202020204,0.48489898989898994,0.398916102163795,0.2351270304050607,0.1726604513736276,-0.0624665790314331
1,1.0,0.01,0.569620253164557,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6030672146418983,0.020202020202020204,0.48489898989898994,0.3969327853581017,0.2351270304050607,0.1709478651599729,-0.0641791652450878
1,1.0,0.01,0.5822784810126582,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6050505314475915,0.020202020202020204,0.48489898989898994,0.39494946855240853,0.2351270304050607,0.16924381474016548,-0.06588321566489522
1,1.0,0.01,0.5949367088607594,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6070338482532848,0.020202020202020204,0.48489898989898994,0.39296615174671523,0.2351270304050607,0.16754830011420532,-0.06757873029085537
1,1.0,0.01,0.6075949367088608,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6090171650589781,0.020202020202020204,0.48489898989898994,0.39098283494102193,0.2351270304050607,0.16586132128209247,-0.06926570912296823
1,1.0,0.01,0.620253164556962,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6110004818646714,0.020202020202020204,0.48489898989898994,0.3889995181353286,0.2351270304050607,0.1641828782438269,-0.07094415216123379
1,1.0,0.01,0.6329113924050633,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6129837986703647,0.020202020202020204,0.48489898989898994,0.3870162013296353,0.2351270304050607,0.16251297099940862,-0.07261405940565208
1,1.0,0.01,0.6455696202531646,1.25,0.34,0.9684,1.0,0.5151010101010101,0.614967115476058,0.020202020202020204,0.48489898989898994,0.385032884523942,0.2351270304050607,0.16085159954883763,-0.07427543085622307
1,1.0,0.01,0.6582278481012658,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6169504322817512,0.020202020202020204,0.48489898989898994,0.38304956771824883,0.2351270304050607,0.15919876389211393,-0.07592826651294676
1,1.0,0.01,0.6708860759493671,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6189337490874445,0.020202020202020204,0.48489898989898994,0.3810662509125555,0.2351270304050607,0.1575544640292375,-0.07757256637582319
1,1.0,0.01,0.6835443037974683,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6209170658931378,0.020202020202020204,0.48489898989898994,0.3790829341068622,0.2351270304050607,0.15591869996020838,-0.07920833044485232
1,1.0,0.01,0.6962025316455696,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6229003826988311,0.020202020202020204,0.48489898989898994,0.3770996173011689,0.2351270304050607,0.15429147168502655,-0.08083555872003415
1,1.0,0.01,0.7088607594936709,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6248836995045244,0.020202020202020204,0.48489898989898994,0.3751163004954756,0.2351270304050607,0.152672779203692,-0.0824542512013687
1,1.0,0.01,0.7215189873417721,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6268670163102177,0.020202020202020204,0.48489898989898994,0.3731329836897823,0.2351270304050607,0.15106262251620473,-0.08406440788885597
1,1.0,0.01,0.7341772151898734,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6288503331159109,0.020202020202020204,0.48489898989898994,0.3711496668840891,0.2351270304050607,0.14946100162256473,-0.08566602878249596
1,1.0,0.01,0.7468354430379747,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6308336499216042,0.020202020202020204,0.48489898989898994,0.3691663500783958,0.2351270304050607,0.14786791652277204,-0.08725911388228866
1,1.0,0.01,0.7594936708860759,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6328169667272975,0.020202020202020204,0.48489898989898994,0.3671830332727025,0.2351270304050607,0.14628336721682667,-0.08884366318823403
1,1.0,0.01,0.7721518987341772,1.25,0.34,0.9684,1.0,0.5151010101010101,0.6348002835329908,0.020202020202020204,0.48489898989898994,0.3651997164670092,0.2351270304050607,0.14470735370472854,-0.09041967670033216
